"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
11,"AAL","American Airlines Group Inc","S&P 500","Industrials","Airlines","USA",7023.44,17.94,4.02,0.39,0.13,,0.76,,-8.38,14.01,,,0.00%,0.60,1.06,-26.72%,37.19%,-17.73%,45.99%,16.93%,3.13%,-3229.61%,53169.00,500.00,-26.63%,-0.26%,654.27,646.72,98.85%,1.43%,0.00%,58.77%,1.45%,13.49%,2.59,87.24,0.76%,,1.71%,0.58,0.48,,,21.61%,6.84%,0.94%,-0.06%,0.00%,-0.05%,-0.14%,0.05%,0.00%,-0.37%,-0.09%,-0.14%,-0.51%,-2.06%,-6.91%,-18.59%,-26.63%,-41.98%,-22.09%,1.44,0.31,2.47%,2.25%,-3.83%,-13.79%,-19.32%,-30.31%,3.53%,-43.89%,3.53%,-81.88%,29.76%,30.98,7/25/2024 8:30:00 AM,12/9/2013,Yes,Yes,132100,0.23%,0.00%,2.38,33646.64,1.02,16186436,23528,14.78,10.68,10.68,10.77,10.56,10.70,0.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"AAMC","Altisource Asset Management Corp","-","Financial","Mortgage Finance","USA",5.58,0.05,,,,1.72,0.50,0.68,1.28,4.39,,,,41.68,,,,-22.42%,,143.79%,-87.39%,5153.68%,-13.31,99.54,,,2.55,0.86,33.73%,66.20%,0.00%,1.95%,-75.30%,2.04%,2.43,0.02,-52.82%,-122.70%,2623.03%,,,0.17,3.71,82.40%,198.38%,-747.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.96%,0.46%,1.86%,1.86%,2.34%,-9.50%,-42.14%,-37.43%,-93.87%,-47.10%,,0.29,12.70%,12.98%,6.25%,-10.95%,-38.66%,-37.61%,30.35%,-93.96%,30.35%,-99.69%,30.35%,49.83,,12/13/2012,No,Yes,13,1.86%,-1.83%,,7.21,0.75,2564,16,,2.19,2.15,2.18,2.01,2.19,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"AAME","Atlantic American Corp.","-","Financial","Insurance - Life","USA",33.66,,,,0.18,0.33,,3.80,5.04,,0.04,2.42%,,-0.07,,,,12.50%,,0.22%,1.57%,-35.80%,187.52,-1.12,,,20.40,3.86,18.92%,81.07%,0.00%,4.74%,1.24%,0.01%,0.06,0.00,-0.21%,-0.70%,-0.79%,0.62,,0.38,0.39,,1.13%,-0.60%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.61%,-1.79%,-2.94%,6.45%,-10.03%,-27.47%,-32.38%,-14.51%,-32.66%,0.42,0.08,4.07%,4.51%,-2.06%,-4.65%,-20.96%,-18.70%,8.55%,-45.00%,10.74%,-89.67%,354.20%,47.05,,3/17/1980,No,Yes,155,-2.94%,1.80%,,4.84,1.07,2431,40,,1.67,1.70,1.70,1.70,1.65,-1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"AAN","Aarons Company Inc","RUT","Industrials","Rental & Leasing Services","USA",314.73,,15.00,,0.15,0.46,7.67,54.55,21.89,1.30,0.50,5.01%,550.66%,-0.80,0.05,-83.25%,390.53%,-42.78%,,4.01%,-7.73%,-213.30%,2097.03,-24.16,-117.71%,-1.83%,30.36,30.24,99.60%,4.06%,0.04%,84.40%,-7.18%,3.20%,1.59,0.97,-1.34%,-3.52%,-1.77%,,,1.04,1.05,51.85%,3.73%,-1.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,-0.03%,-0.15%,-0.05%,0.05%,22.37%,39.46%,-8.31%,-33.43%,-8.23%,1.42,0.17,0.52%,1.35%,2.54%,18.15%,12.22%,-0.79%,50.79%,-38.21%,50.79%,-73.37%,50.79%,69.27,5/6/2024 4:30:00 PM,11/4/1982,Yes,Yes,9071,-0.05%,0.00%,3.00,609.53,0.67,193083,899,10.08,9.99,9.99,10.00,9.98,9.98,-0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"AAOI","Applied Optoelectronics Inc","RUT","Technology","Communication Equipment","USA",395.33,,13.85,,1.93,2.01,22.71,,5.05,0.45,,,,-1.83,-0.29,-12.50%,255.20%,-74.26%,13.00%,-2.51%,-23.30%,-7.04%,205.29,-62.92,-5.95%,-6.70%,38.15,35.51,93.08%,8.74%,1.52%,69.32%,-2.45%,29.04%,5.40,10.31,-17.13%,-34.16%,-22.77%,1.79,1.06,0.41,0.60,27.57%,-23.79%,-30.65%,0.44%,0.44%,0.54%,0.49%,0.49%,0.31%,-0.05%,-0.62%,1.16%,8.32%,18.97%,-2.68%,-9.53%,-44.60%,-4.69%,-47.41%,1.97,0.68,8.43%,7.15%,14.54%,-0.27%,-23.68%,-22.09%,34.57%,-58.95%,73.38%,-90.18%,586.49%,59.06,5/9/2024 4:30:00 PM,9/26/2013,Yes,Yes,2149,6.17%,2.03%,2.00,1908.45,1.74,1562806,6216,15.33,9.38,9.57,10.29,9.45,10.16,8.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"AAON","AAON Inc.","-","Industrials","Building Products & Equipment","USA",7374.43,42.38,32.64,3.53,6.33,9.54,259.94,54.39,9.56,0.35,0.32,0.35%,15.01%,2.15,0.52,0.26%,26.69%,31.82%,12.00%,23.88%,-1.45%,4.48%,1164.66,179.82,-4.90%,-7.96%,81.51,66.52,81.61%,17.73%,-1.12%,71.85%,-0.20%,6.00%,3.70,3.99,19.75%,25.80%,22.05%,3.13,1.57,0.04,0.04,34.27%,19.77%,15.44%,0.01%,-0.18%,0.03%,-0.01%,-0.30%,-0.37%,-0.74%,-0.37%,-0.24%,0.12%,6.06%,23.03%,3.62%,27.86%,40.45%,23.46%,0.80,2.62,3.06%,3.42%,9.17%,14.98%,23.18%,-4.59%,29.77%,-5.34%,74.58%,-5.34%,342711.89%,69.59,5/2/2024 4:30:00 PM,1/3/1991,Yes,Yes,3856,0.15%,1.14%,1.80,1078.45,0.20,99169,1968,94.67,90.03,91.06,91.92,90.22,91.20,1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"AAP","Advance Auto Parts Inc","-","Consumer Cyclical","Specialty Retail","USA",3767.69,91.23,14.43,,0.33,1.47,8.35,8.06,43.01,7.56,1.25,1.98%,451.08%,0.69,1.02,628.28%,20.28%,-38.63%,,3.37%,-0.33%,-6.66%,11276.27,41.61,-1.89%,-0.56%,59.51,58.94,99.04%,1.14%,1.33%,104.64%,-3.26%,12.63%,4.88,7.44,0.34%,1.60%,0.64%,1.22,0.29,1.55,1.55,40.04%,0.95%,0.37%,-0.02%,-0.04%,-0.06%,0.02%,0.04%,-0.09%,-0.54%,-0.21%,0.89%,0.31%,6.57%,-2.67%,-10.36%,1.23%,-10.56%,3.55%,1.22,2.15,2.94%,3.18%,1.60%,-5.94%,-2.26%,-18.44%,9.28%,-28.64%,32.40%,-74.16%,412.53%,50.04,5/29/2024 8:30:00 AM,11/29/2001,Yes,Yes,69000,0.01%,0.43%,3.17,1524.46,0.60,431117,3880,63.16,62.92,63.19,63.62,61.81,63.19,0.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"AAPB","GraniteShares 2x Long AAPL Daily ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,4.31,13.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17%,0.24%,0.03%,-0.03%,0.22%,0.06%,0.02%,-0.95%,0.55%,-0.45%,6.06%,20.11%,69.73%,46.50%,10.74%,36.48%,2.05,1.19,3.67%,4.62%,15.19%,33.57%,39.91%,1.49%,86.49%,1.49%,97.05%,1.49%,120.00%,73.04,,8/9/2022,Yes,Yes,,-1.23%,5.00%,,224.43,2.23,236107,1361,,30.23,31.74,31.90,30.97,31.35,3.70%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.15%,4,41963567,30.19,0.04,8334764.08,24.78,9018336.75,27.37,25711974.86,158.21,25721612.49,158.37,27.24,,,,20.66,"U.S. single-asset AAPL leverage"
19,"AAPD","Direxion Daily AAPL Bear 1X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.84,5.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07%,0.00%,0.06%,0.00%,-0.06%,0.01%,0.18%,0.55%,-0.27%,-0.06%,-3.02%,-10.05%,-25.69%,-21.86%,-20.03%,-18.92%,-1.23,0.41,1.85%,2.33%,-7.52%,-15.68%,-22.25%,-28.92%,-0.73%,-30.99%,-0.73%,-48.18%,-0.73%,26.19,,8/9/2022,Yes,Yes,,0.80%,-2.52%,,296.29,1.52,211688,777,,16.66,16.24,16.47,16.21,16.37,-1.74%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",0.95%,8,21673917,16.67,-0.02,3961389.53,22.36,-4232438.53,-16.34,-5570551.29,-20.45,-2676715.61,-10.99,-15.47,,,,-16.23,"U.S. single-asset AAPL inverse"
20,"AAPL","Apple Inc","DJIA, NDX, S&P 500","Technology","Consumer Electronics","USA",3603053.50,36.54,32.30,3.48,9.44,48.57,53.66,35.35,4.84,4.38,0.99,0.42%,15.32%,6.43,1.33,7.85%,10.02%,15.55%,10.50%,8.34%,-4.31%,0.25%,381623.00,100389.00,1.65%,0.43%,15550.06,15320.10,98.52%,0.09%,-4.15%,61.94%,-0.48%,0.86%,1.93,132.24,29.99%,147.25%,60.47%,1.04,0.99,1.24,1.41,45.59%,30.98%,26.31%,0.01%,0.07%,0.14%,0.03%,0.08%,0.11%,0.04%,-0.55%,0.16%,-0.17%,3.14%,10.28%,33.09%,26.61%,23.32%,22.04%,1.25,4.99,1.95%,2.38%,7.72%,16.90%,26.36%,0.81%,38.95%,0.81%,43.21%,0.81%,429559.87%,73.79,8/1/2024 4:30:00 PM,12/12/1980,Yes,Yes,161000,-0.66%,2.60%,1.94,68536.29,1.04,33506741,462862,220.86,230.54,236.53,237.23,233.34,234.97,1.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"AAPR","Innovator Equity Defined Protection ETF - 2 Yr to April 2026","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,0.59%,1.87%,4.32%,,,3.22%,,0.09,0.24%,0.31%,1.13%,2.37%,2.98%,0.05%,5.52%,0.05%,5.56%,0.05%,5.56%,82.71,,4/1/2024,No,Yes,,0.00%,0.26%,,46.16,0.11,2307,4,,25.54,25.61,25.63,25.57,25.61,0.26%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.79%,4,75996672,25.55,0.00,1875930.00,2.53,39489507.50,108.17,72071815.00,1836.29,72071815.00,1836.29,,,,,10.99,"U.S. options treasuries buffer upside-cap fixed-period"
22,"AAPU","Direxion Daily AAPL Bull 2X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.70,1.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08%,0.11%,0.21%,0.01%,0.10%,0.19%,0.04%,-1.05%,0.29%,-0.41%,6.11%,19.29%,68.87%,55.79%,42.24%,46.75%,1.89,1.56,3.89%,4.74%,14.90%,33.01%,53.02%,1.40%,85.54%,1.40%,96.41%,1.40%,158.68%,72.91,,8/9/2022,Yes,Yes,,-1.14%,5.03%,,911.66,2.56,1099998,4914,,38.74,40.69,40.92,39.69,40.22,3.83%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",0.95%,10,165591400,38.73,0.04,26988931.43,19.47,54129381.39,48.56,81603332.33,97.16,82599129.17,99.53,41.15,,,,28.35,"U.S. single-asset AAPL leverage"
23,"AAPX","T-Rex 2X Long Apple Daily Target ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11%,-0.11%,-0.11%,-0.11%,-0.11%,-0.11%,-0.52%,-1.10%,0.09%,-0.22%,5.75%,19.59%,68.78%,46.38%,,46.38%,,1.35,3.64%,4.41%,14.73%,33.03%,49.25%,1.17%,85.47%,1.17%,96.16%,1.17%,96.16%,72.89,,1/11/2024,Yes,Yes,,-1.49%,4.94%,,37.30,1.56,27393,214,,35.20,36.94,37.09,36.01,36.39,3.38%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.05%,3,10620600,34.26,0.06,3960200.00,59.46,4119600.00,63.37,7771700.00,272.80,7771700.00,272.80,,,,,100.10,"U.S. single-asset AAPL leverage"
24,"AAPY","Kurv Yield Premium Strategy Apple (AAPL) ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.02,7.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.36%,-0.04%,0.14%,1.28%,4.83%,14.99%,7.40%,,3.91%,,0.21,0.36%,0.49%,3.39%,7.41%,8.90%,0.11%,19.41%,0.11%,21.21%,0.11%,21.21%,75.94,,10/27/2023,Yes,Yes,,0.14%,0.45%,,1.37,0.54,348,17,,27.62,27.74,27.82,27.82,27.78,0.59%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equity Income","Technology","US","Active",0.99%,6,1380010,27.60,0.01,274954.00,24.88,764525.00,124.22,764525.00,124.22,764525.00,124.22,,,,,28.47,"U.S. single-asset options AAPL covered-call"
25,"AAT","American Assets Trust Inc","RUT","Real Estate","REIT - Diversified","USA",1468.56,27.14,33.04,,3.31,1.22,14.90,12.02,19.70,1.62,1.46,6.07%,157.63%,0.89,0.14,-16.67%,4.29%,14.84%,,6.14%,2.73%,19.01%,444.11,53.50,23.08%,-3.52%,60.90,46.09,75.68%,24.31%,0.00%,76.46%,-1.80%,2.25%,3.56,1.04,1.81%,4.49%,1.83%,,,1.44,1.44,35.66%,27.60%,12.05%,0.03%,-0.08%,-0.09%,-0.01%,0.09%,-0.07%,-0.09%,-0.19%,0.77%,1.29%,9.73%,13.55%,16.12%,2.85%,15.56%,7.14%,1.31,0.52,1.80%,1.99%,9.70%,10.36%,14.11%,0.96%,17.31%,0.83%,40.63%,-51.04%,50.35%,75.04,4/30/2024 4:30:00 PM,1/13/2011,Yes,Yes,228,1.87%,0.36%,3.25,291.29,0.32,44594,652,20.67,23.59,23.67,24.19,23.76,24.12,2.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,
