date,book,dividend,div_growth,div_yield,earn,earn_yld,earn_growth,real_earn_growth,sp500_pe,sp500,sp500_adj,price_book,price_sales,cape_shiller,sales,sales_growth,real_sales,real_sales_growth,1mo_ustreas,6mo_ustreas,1yr_ustreas,2yr_ustreas,3yr_ustreas,5yr_ustreas,10yr_ustreas,20yr_ustreas,30yr_ustreas,5yr_real_int,10yr_real_int,20yr_real_int,30yr_real_int,cpi,fed_debt,gdp,gdp_growth,real_gdp,real_gdp_growth,real_gdp_per_cap,us_home_prices,us_avg_income,us_med_income,us_med_income_growth,us_med_real_income,us_infl,us_pop,us_pop_growth
1876-12-31,,9.04,,0.08380000000000001,8.44,0.0782,,,12.79,3.58,107.92,,,9.74,,,,,,,,,,,0.0446,,,,,,,10.75,,,,,,,,,,,,-0.0174,,
1877-03-31,,8.67,,0.086,9.07,0.08990000000000001,,,11.12,3.17,100.91,,,9.2,,,,,,,,,,,0.0443,,,,,,,10.18,,,,,,,,,,,,-0.061799999999999994,,
1877-06-30,,7.87,,0.0897,9.31,0.10619999999999999,,,9.41,2.73,87.68,,,8.05,,,,,,,,,,,0.044000000000000004,,,,,,,10.09,,,,,,,,,,,,0.0,,
1877-09-30,,7.27,,0.06709999999999999,9.86,0.091,,,10.98,3.24,108.24,,,9.99,,,,,,,,,,,0.0438,,,,,,,9.7,,,,,,,,,,,,-0.0564,,
1877-12-31,,6.47,,0.058499999999999996,10.22,0.09230000000000001,,,10.83,3.25,110.74,,,10.25,,,,,,,,,,,0.0435,,,,,,,9.51,,,,,,,,,,,,-0.1153,,
1878-03-31,,6.8,,0.0579,10.96,0.0934,,,10.71,3.24,117.44,,,10.88,,,,,,,,,,,0.0432,,,,,,,8.94,,,,,,,,,,,,-0.12179999999999999,,
1878-06-30,,7.16,,0.054299999999999994,11.81,0.0894,,,11.18,3.41,132.02,,,12.21,,,,,,,,,,,0.0429,,,,,,,8.37,,,,,,,,,,,,-0.1705,,
1878-09-30,,6.91,,0.0518,11.64,0.0874,,,11.45,3.52,133.26,,,12.3,,,,,,,,,,,0.0426,,,,,,,8.56,,,,,,,,,,,,-0.1175,,
1878-12-31,,7.13,,0.052199999999999996,12.28,0.08990000000000001,,,11.13,3.45,136.67,,,12.58,,,,,,,,,,,0.042300000000000004,,,,,,,8.18,,,,,,,,,,,,-0.1399,,
1879-03-31,,7.24,,0.0507,12.82,0.0897,,,11.15,3.65,142.85,,,13.09,,,,,,,,,,,0.04190000000000001,,,,,,,8.28,,,,,,,,,,,,-0.0738,,
1879-06-30,,7.61,,0.048,13.82,0.08710000000000001,,,11.48,3.96,158.62,,,14.45,,,,,,,,,,,0.0414,,,,,,,8.09,,,,,,,,,,,,-0.0335,,
1879-09-30,,7.46,,0.0462,13.87,0.0859,,,11.64,4.22,161.45,,,14.59,,,,,,,,,,,0.0409,,,,,,,8.47,,,,,,,,,,,,-0.0105,,
1879-12-31,,6.68,,0.0407,12.69,0.07719999999999999,,,12.95,4.92,164.37,,,14.77,,,,,,,,,,,0.0404,,,,,,,9.7,,,,,,,,,,,,0.1858,,
1880-03-31,,6.91,,0.0406,13.09,0.07690000000000001,,,13.01,5.3,170.22,,,15.23,,,,,,,,,,,0.0397,,,,,,,10.09,,,,,,,,,,,,0.2186,,
1880-06-30,,8.08,,0.048,15.27,0.0908,,,11.01,4.79,168.17,,,14.95,,,,,,,,,,,0.038900000000000004,,,,,,,9.23,,,,,,,,,,,,0.1409,,
1880-09-30,,8.52,,0.0473,16.08,0.08929999999999999,,,11.2,5.18,180.11,,,15.86,,,,,,,,,,,0.0381,,,,,,,9.32,,,,,,,,,,,,0.10039999999999999,,
1880-12-31,,8.86,,0.044500000000000005,16.7,0.0839,,,11.92,5.84,199.0,,,17.33,,,,,,,,,,,0.0373,,,,,,,9.51,,,,,,,,,,,,-0.0196,,
1881-03-31,,9.37,,0.0441,16.27,0.0765,,,13.07,6.24,212.63,,,18.28,,,,,,,,,,,0.0369,,,,,,,9.51,,,,,,,,,,,,-0.0575,,
1881-06-30,,9.88,,0.0441,15.84,0.0707,,,14.15,6.58,224.21,,,19.04,,,,,,,,,,,0.036699999999999997,,,,,,,9.51,,,,,,,,,,,,0.030299999999999997,,
1881-09-30,,9.71,,0.048799999999999996,14.4,0.0724,,,13.81,6.25,198.95,,,16.72,,,,,,,,,,,0.0365,,,,,,,10.18,,,,,,,,,,,,0.09230000000000001,,
1881-12-31,,10.19,,0.053200000000000004,14.01,0.0732,,,13.66,6.01,191.31,,,15.96,,,,,,,,,,,0.0363,,,,,,,10.18,,,,,,,,,,,,0.0705,,
1882-03-31,,10.09,,0.0554,13.79,0.0757,,,13.21,5.78,182.2,,,15.08,,,,,,,,,,,0.0362,,,,,,,10.28,,,,,,,,,,,,0.081,,
1882-06-30,,9.82,,0.056299999999999996,13.35,0.0766,,,13.06,5.68,174.3,,,14.33,,,,,,,,,,,0.0362,,,,,,,10.56,,,,,,,,,,,,0.1104,,
1882-09-30,,10.09,,0.0513,13.63,0.0693,,,14.43,6.24,196.7,,,16.07,,,,,,,,,,,0.0363,,,,,,,10.28,,,,,,,,,,,,0.0098,,
1882-12-31,,10.38,,0.0548,13.95,0.0736,,,13.58,5.84,189.44,,,15.38,,,,,,,,,,,0.0363,,,,,,,9.99,,,,,,,,,,,,-0.0187,,
1883-03-31,,10.46,,0.056100000000000004,13.7,0.0735,,,13.61,5.75,186.52,,,15.05,,,,,,,,,,,0.0363,,,,,,,9.99,,,,,,,,,,,,-0.0282,,
1883-06-30,,11.07,,0.0558,14.14,0.0713,,,14.02,5.82,198.32,,,15.91,,,,,,,,,,,0.0363,,,,,,,9.51,,,,,,,,,,,,-0.09939999999999999,,
1883-09-30,,11.5,,0.0592,14.31,0.0737,,,13.57,5.53,194.15,,,15.49,,,,,,,,,,,0.0362,,,,,,,9.23,,,,,,,,,,,,-0.10210000000000001,,
1883-12-31,,11.59,,0.061799999999999994,14.04,0.07490000000000001,,,13.35,5.34,187.48,,,14.89,,,,,,,,,,,0.0362,,,,,,,9.23,,,,,,,,,,,,-0.0761,,
1884-03-31,,11.41,,0.0613,13.25,0.0712,,,14.04,5.3,186.08,,,14.73,,,,,,,,,,,0.036000000000000004,,,,,,,9.23,,,,,,,,,,,,-0.0761,,
1884-06-30,,11.72,,0.0717,13.0,0.0796,,,12.56,4.46,163.31,,,12.9,,,,,,,,,,,0.0358,,,,,,,8.85,,,,,,,,,,,,-0.0694,,
1884-09-30,,11.79,,0.06860000000000001,12.44,0.0724,,,13.8,4.59,171.76,,,13.57,,,,,,,,,,,0.0355,,,,,,,8.66,,,,,,,,,,,,-0.061799999999999994,,
1884-12-31,,12.13,,0.07139999999999999,12.13,0.07139999999999999,,,14.0,4.34,169.85,,,13.43,,,,,,,,,,,0.0353,,,,,,,8.28,,,,,,,,,,,,-0.10289999999999999,,
1885-03-31,,11.59,,0.0668,11.88,0.06849999999999999,,,14.6,4.38,173.52,,,13.74,,,,,,,,,,,0.0349,,,,,,,8.18,,,,,,,,,,,,-0.11380000000000001,,
1885-06-30,,11.28,,0.064,11.9,0.0674,,,14.83,4.3,176.38,,,13.97,,,,,,,,,,,0.0346,,,,,,,7.9,,,,,,,,,,,,-0.1073,,
1885-09-30,,10.56,,0.0554,11.49,0.0602,,,16.61,4.65,190.74,,,15.11,,,,,,,,,,,0.0342,,,,,,,7.9,,,,,,,,,,,,-0.08779999999999999,,
1885-12-31,,9.51,,0.0462,10.7,0.0519,,,19.26,5.2,206.0,,,16.31,,,,,,,,,,,0.0338,,,,,,,8.18,,,,,,,,,,,,-0.0121,,
1886-03-31,,9.64,,0.0453,11.69,0.054900000000000004,,,18.21,5.19,212.89,,,16.84,,,,,,,,,,,0.0339,,,,,,,7.9,,,,,,,,,,,,-0.0342,,
1886-06-30,,9.91,,0.0438,12.93,0.0571,,,17.5,5.25,226.23,,,17.82,,,,,,,,,,,0.034300000000000004,,,,,,,7.52,,,,,,,,,,,,-0.0481,,
1886-09-30,,9.46,,0.0408,13.24,0.0572,,,17.49,5.51,231.59,,,18.14,,,,,,,,,,,0.0347,,,,,,,7.71,,,,,,,,,,,,-0.0241,,
1886-12-31,,9.14,,0.039,13.71,0.058499999999999996,,,17.09,5.64,234.32,,,18.2,,,,,,,,,,,0.0351,,,,,,,7.8,,,,,,,,,,,,-0.04650000000000001,,
1887-03-31,,9.11,,0.0401,13.52,0.059500000000000004,,,16.8,5.67,227.12,,,17.47,,,,,,,,,,,0.0355,,,,,,,8.09,,,,,,,,,,,,0.0241,,
1887-06-30,,9.53,,0.040999999999999995,13.99,0.0602,,,16.61,5.73,232.39,,,17.71,,,,,,,,,,,0.0358,,,,,,,7.99,,,,,,,,,,,,0.0625,,
1887-09-30,,9.95,,0.0451,14.46,0.0655,,,15.26,5.38,220.68,,,16.67,,,,,,,,,,,0.0362,,,,,,,7.9,,,,,,,,,,,,0.0246,,
1887-12-31,,9.78,,0.047400000000000005,14.09,0.0683,,,14.64,5.27,206.25,,,15.45,,,,,,,,,,,0.0366,,,,,,,8.28,,,,,,,,,,,,0.061500000000000006,,
1888-03-31,,9.59,,0.0482,13.11,0.0659,,,15.16,5.08,198.82,,,14.8,,,,,,,,,,,0.0363,,,,,,,8.28,,,,,,,,,,,,0.0235,,
1888-06-30,,9.73,,0.0479,12.57,0.061900000000000004,,,16.16,5.01,203.19,,,15.08,,,,,,,,,,,0.0358,,,,,,,7.99,,,,,,,,,,,,0.0,,
1888-09-30,,9.41,,0.0437,11.42,0.053,,,18.88,5.38,215.5,,,15.98,,,,,,,,,,,0.0352,,,,,,,8.09,,,,,,,,,,,,0.0241,,
1888-12-31,,9.0,,0.0447,10.18,0.0506,,,19.77,5.14,201.16,,,14.94,,,,,,,,,,,0.0347,,,,,,,8.28,,,,,,,,,,,,0.0,,
1889-03-31,,9.45,,0.0438,11.22,0.052000000000000005,,,19.22,5.19,215.62,,,16.07,,,,,,,,,,,0.0344,,,,,,,7.8,,,,,,,,,,,,-0.057999999999999996,,
1889-06-30,,9.58,,0.0416,11.92,0.0518,,,19.32,5.41,230.37,,,17.22,,,,,,,,,,,0.0344,,,,,,,7.61,,,,,,,,,,,,-0.047599999999999996,,
1889-09-30,,9.35,,0.0405,12.19,0.0527,,,18.97,5.5,231.17,,,17.34,,,,,,,,,,,0.034300000000000004,,,,,,,7.71,,,,,,,,,,,,-0.047,,
1889-12-31,,9.14,,0.0414,12.46,0.0564,,,17.73,5.32,221.02,,,16.61,,,,,,,,,,,0.0342,,,,,,,7.8,,,,,,,,,,,,-0.057999999999999996,,
1890-03-31,,9.37,,0.0417,12.67,0.056299999999999996,,,17.75,5.28,224.84,,,16.9,,,,,,,,,,,0.0345,,,,,,,7.61,,,,,,,,,,,,-0.024399999999999998,,
1890-06-30,,9.25,,0.0394,12.4,0.0529,,,18.92,5.58,234.53,,,17.68,,,,,,,,,,,0.035,,,,,,,7.71,,,,,,,,,,,,0.0131,,
1890-09-30,,8.81,,0.0414,11.72,0.055,,,18.19,5.32,213.1,,,16.16,,,,,,,,,,,0.0355,,,,,,,8.09,,,,,,,,,,,,0.0493,,
1890-12-31,,9.02,,0.0478,11.9,0.063,,,15.86,4.6,188.69,,,14.44,,,,,,,,,,,0.036000000000000004,,,,,,,7.9,,,,,,,150.02,,,,,0.0128,,
1891-03-31,,8.92,,0.045700000000000005,12.27,0.0629,,,15.9,4.81,195.08,,,15.06,,,,,,,,,,,0.0362,,,,,,,7.99,,,,,,,,,,,,0.0499,,
1891-06-30,,9.14,,0.0454,13.09,0.0649,,,15.4,4.85,201.5,,,15.66,,,,,,,,,,,0.0361,,,,,,,7.8,,,,,,,,,,,,0.011699999999999999,,
1891-09-30,,9.37,,0.041299999999999996,13.95,0.061399999999999996,,,16.27,5.33,226.97,,,17.72,,,,,,,,,,,0.0361,,,,,,,7.61,,,,,,,,,,,,-0.0593,,
1891-12-31,,9.48,,0.0407,14.65,0.06280000000000001,,,15.91,5.41,233.13,,,18.2,,,,,,,,,,,0.036000000000000004,,,,,,,7.52,,,,,,,142.17,,,,,-0.0481,,
1892-03-31,,10.21,,0.0403,15.77,0.0623,,,16.06,5.58,253.25,,,19.73,,,,,,,,,,,0.0362,,,,,,,7.14,,,,,,,,,,,,-0.10640000000000001,,
1892-06-30,,10.59,,0.0415,16.34,0.0641,,,15.61,5.54,255.01,,,19.77,,,,,,,,,,,0.0366,,,,,,,7.04,,,,,,,,,,,,-0.0974,,
1892-09-30,,10.39,,0.0429,16.03,0.0661,,,15.12,5.48,242.27,,,18.69,,,,,,,,,,,0.037000000000000005,,,,,,,7.33,,,,,,,,,,,,-0.0368,,
1892-12-31,,10.22,,0.0436,15.76,0.0672,,,14.89,5.51,234.63,,,18.02,,,,,,,,,,,0.0374,,,,,,,7.61,,,,,,,143.03,,,,,0.012,,
1893-03-31,,10.07,,0.045700000000000005,14.23,0.0645,,,15.5,5.31,220.61,,,16.9,,,,,,,,,,,0.0374,,,,,,,7.8,,,,,,,,,,,,0.0924,,
1893-06-30,,10.7,,0.053099999999999994,13.76,0.0683,,,14.63,4.61,201.33,,,15.42,,,,,,,,,,,0.0373,,,,,,,7.42,,,,,,,,,,,,0.054000000000000006,,
1893-09-30,,11.09,,0.056600000000000004,12.89,0.0658,,,15.2,4.37,195.87,,,15.02,,,,,,,,,,,0.037200000000000004,,,,,,,7.23,,,,,,,,,,,,-0.013600000000000001,,
1893-12-31,,11.51,,0.0567,11.97,0.059000000000000004,,,16.96,4.41,202.99,,,15.62,,,,,,,,,,,0.037000000000000005,,,,,,,7.04,,,,,,,161.2,,,,,-0.07490000000000001,,
1894-03-31,,11.84,,0.053200000000000004,11.59,0.0521,,,19.19,4.51,222.45,,,17.18,,,,,,,,,,,0.0366,,,,,,,6.57,,,,,,,,,,,,-0.1577,,
1894-06-30,,11.34,,0.053,10.36,0.0484,,,20.67,4.34,214.06,,,16.6,,,,,,,,,,,0.036000000000000004,,,,,,,6.57,,,,,,,,,,,,-0.11460000000000001,,
1894-09-30,,10.41,,0.049100000000000005,8.75,0.041299999999999996,,,24.22,4.48,211.94,,,16.53,,,,,,,,,,,0.0354,,,,,,,6.85,,,,,,,,,,,,-0.0526,,
1894-12-31,,10.36,,0.048799999999999996,7.89,0.037200000000000004,,,26.88,4.3,212.09,,,16.66,,,,,,,,,,,0.0348,,,,,,,6.57,,,,,,,201.28,,,,,-0.0668,,
1895-03-31,,10.11,,0.0489,9.0,0.0436,,,22.96,4.19,206.66,,,16.35,,,,,,,,,,,0.0348,,,,,,,6.57,,,,,,,,,,,,0.0,,
1895-06-30,,9.21,,0.0426,9.44,0.0436,,,22.93,4.7,216.34,,,17.21,,,,,,,,,,,0.0352,,,,,,,7.04,,,,,,,,,,,,0.07150000000000001,,
1895-09-30,,9.22,,0.0405,10.76,0.0472,,,21.19,4.82,228.02,,,18.2,,,,,,,,,,,0.0355,,,,,,,6.85,,,,,,,,,,,,0.0,,
1895-12-31,,9.11,,0.044000000000000004,11.98,0.0579,,,17.28,4.32,207.09,,,16.54,,,,,,,,,,,0.0359,,,,,,,6.76,,,,,,,177.6,,,,,0.028900000000000002,,
1896-03-31,,9.25,,0.042800000000000005,11.84,0.0548,,,18.25,4.38,216.04,,,17.22,,,,,,,,,,,0.035699999999999996,,,,,,,6.57,,,,,,,,,,,,0.0,,
1896-06-30,,9.55,,0.042800000000000005,11.87,0.053200000000000004,,,18.78,4.32,222.92,,,17.78,,,,,,,,,,,0.0352,,,,,,,6.28,,,,,,,,,,,,-0.10800000000000001,,
1896-09-30,,9.42,,0.0455,11.35,0.054900000000000004,,,18.23,4.01,206.92,,,16.55,,,,,,,,,,,0.0347,,,,,,,6.28,,,,,,,,,,,,-0.0832,,
1896-12-31,,8.76,,0.042699999999999995,10.22,0.049800000000000004,,,20.1,4.22,205.33,,,16.5,,,,,,,,,,,0.0342,,,,,,,6.66,,,,,,,156.17,,,,,-0.0148,,
1897-03-31,,9.02,,0.043,11.77,0.056100000000000004,,,17.83,4.19,209.86,,,16.96,,,,,,,,,,,0.0339,,,,,,,6.47,,,,,,,,,,,,-0.0152,,
1897-06-30,,9.29,,0.042199999999999994,13.42,0.060899999999999996,,,16.42,4.27,220.34,,,17.85,,,,,,,,,,,0.0338,,,,,,,6.28,,,,,,,,,,,,0.0,,
1897-09-30,,8.63,,0.0361,13.66,0.0572,,,17.47,4.98,238.73,,,19.36,,,,,,,,,,,0.0337,,,,,,,6.76,,,,,,,,,,,,0.0764,,
1897-12-31,,8.76,,0.0379,15.08,0.0653,,,15.32,4.75,231.12,,,18.75,,,,,,,,,,,0.0335,,,,,,,6.66,,,,,,,161.11,,,,,0.0,,
1898-03-31,,8.87,,0.0398,15.34,0.0688,,,14.53,4.65,222.91,,,18.03,,,,,,,,,,,0.0331,,,,,,,6.76,,,,,,,,,,,,0.044800000000000006,,
1898-06-30,,9.11,,0.0375,15.82,0.0652,,,15.33,5.06,242.56,,,19.53,,,,,,,,,,,0.0325,,,,,,,6.76,,,,,,,,,,,,0.0764,,
1898-09-30,,9.49,,0.0371,16.54,0.0646,,,15.47,5.26,255.93,,,20.45,,,,,,,,,,,0.0318,,,,,,,6.66,,,,,,,,,,,,-0.0148,,
1898-12-31,,9.59,,0.0354,16.78,0.061900000000000004,,,16.14,5.65,270.84,,,21.39,,,,,,,,,,,0.031200000000000002,,,,,,,6.76,,,,,,,169.02,,,,,0.015,,
1899-03-31,,9.44,,0.0316,17.83,0.059800000000000006,,,16.73,6.4,298.41,,,23.27,,,,,,,,,,,0.0311,,,,,,,6.95,,,,,,,,,,,,0.0281,,
1899-06-30,,9.3,,0.0338,18.84,0.0684,,,14.63,6.07,275.49,,,21.2,,,,,,,,,,,0.031200000000000002,,,,,,,7.14,,,,,,,,,,,,0.0562,,
1899-09-30,,8.84,,0.0326,19.06,0.0703,,,14.23,6.37,271.25,,,20.6,,,,,,,,,,,0.0313,,,,,,,7.61,,,,,,,,,,,,0.1426,,
1899-12-31,,8.61,,0.0349,19.69,0.0797,,,12.54,6.02,246.94,,,18.51,,,,,,,,,,,0.0315,,,,,,,7.9,,,,,,,138.27,,,,,0.1686,,
1900-03-31,,9.43,,0.0371,19.47,0.0767,,,13.04,6.26,253.89,,,18.78,,,,,,,,,,,0.031400000000000004,,,,,,,7.99,,,,,,,,,,,,0.1496,,
1900-06-30,,10.72,,0.0435,20.17,0.0819,,,12.21,5.86,246.3,,,17.99,,,,,,,,,,,0.0313,,,,,,,7.71,,,,,,,,,,,,0.07980000000000001,,
1900-09-30,,11.53,,0.0478,19.94,0.0828,,,12.08,5.8,240.96,,,17.35,,,,,,,,,,,0.031200000000000002,,,,,,,7.8,,,,,,,,,,,,0.025,76.09,
1900-12-31,,12.77,,0.0437,20.44,0.0699,,,14.31,6.87,292.54,,,20.75,,,,,,,,,,,0.031,,,,,,,7.61,,,,,,,164.12,,,,,-0.036699999999999997,,
1901-03-31,,12.99,,0.0406,20.65,0.0646,,,15.48,7.51,319.8,,,22.36,,,,,,,,,,,0.0311,,,,,,,7.61,,,,,,,,,,,,-0.047599999999999996,,
1901-06-30,,13.36,,0.0365,21.12,0.0576,,,17.35,8.5,366.28,,,25.23,,,,,,,,,,,0.0313,,,,,,,7.52,,,,,,,,,,,,-0.0246,,
1901-09-30,,13.09,,0.0394,20.56,0.061900000000000004,,,16.16,8.0,332.36,,,22.6,,,,,,,,,,,0.0315,,,,,,,7.8,,,,,,,,,,,,0.0,77.58,0.0196
1901-12-31,,12.98,,0.0403,20.28,0.0629,,,15.9,7.95,322.43,,,21.69,,,,,,,,,,,0.0317,,,,,,,7.99,,,,,,,131.15,,,,,0.0499,,
1902-03-31,,13.23,,0.0393,21.84,0.0649,,,15.4,8.2,336.36,,,22.41,,,,,,,,,,,0.032,,,,,,,7.9,,,,,,,,,,,,0.0381,,
1902-06-30,,12.88,,0.038599999999999995,22.38,0.0672,,,14.88,8.41,333.17,,,21.97,,,,,,,,,,,0.0323,,,,,,,8.18,,,,,,,,,,,,0.08779999999999999,,
1902-09-30,,12.97,,0.037000000000000005,23.67,0.0675,,,14.81,8.85,350.6,,,22.87,,,,,,,,,,,0.0326,,,,,,,8.18,,,,,,,,,,,,0.0487,79.16,0.0204
1902-12-31,,12.49,,0.040999999999999995,23.85,0.0783,,,12.78,8.05,304.75,,,19.64,,,,,,,,,,,0.0329,,,,,,,8.56,,,,,,,144.32,,,,,0.0713,,
1903-03-31,,12.97,,0.0415,23.42,0.07490000000000001,,,13.36,8.08,312.83,,,19.89,,,,,,,,,,,0.0332,,,,,,,8.37,,,,,,,,,,,,0.059500000000000004,,
1903-06-30,,13.47,,0.047400000000000005,22.98,0.0808,,,12.38,7.18,284.44,,,17.83,,,,,,,,,,,0.0334,,,,,,,8.18,,,,,,,,,,,,0.0,,
1903-09-30,,13.5,,0.0533,21.72,0.0858,,,11.66,6.47,253.22,,,15.65,,,,,,,,,,,0.0337,,,,,,,8.28,,,,,,,,,,,,0.012199999999999999,80.63,0.018600000000000002
1903-12-31,,14.02,,0.0533,21.23,0.08070000000000001,,,12.4,6.57,263.17,,,16.04,,,,,,,,,,,0.0339,,,,,,,8.09,,,,,,,155.1,,,,,-0.054900000000000004,,
1904-03-31,,13.16,,0.0525,20.13,0.0802,,,12.46,6.48,250.88,,,15.09,,,,,,,,,,,0.0341,,,,,,,8.37,,,,,,,,,,,,0.0,,
1904-06-30,,13.22,,0.0507,20.43,0.0783,,,12.76,6.51,260.77,,,15.47,,,,,,,,,,,0.034300000000000004,,,,,,,8.09,,,,,,,,,,,,-0.011000000000000001,,
1904-09-30,,12.52,,0.0437,19.57,0.0683,,,14.64,7.32,286.48,,,16.74,,,,,,,,,,,0.0345,,,,,,,8.28,,,,,,,,,,,,0.0,82.17,0.019
1904-12-31,,11.86,,0.037599999999999995,18.75,0.0594,,,16.84,8.25,315.64,,,18.16,,,,,,,,,,,0.0347,,,,,,,8.47,,,,,,,154.98,,,,,0.047,,
1905-03-31,,12.2,,0.0348,20.71,0.0591,,,16.92,9.05,350.38,,,19.84,,,,,,,,,,,0.0347,,,,,,,8.37,,,,,,,,,,,,0.0,,
1905-06-30,,12.52,,0.037200000000000004,22.7,0.0674,,,14.83,8.6,336.58,,,18.73,,,,,,,,,,,0.0346,,,,,,,8.28,,,,,,,,,,,,0.0235,,
1905-09-30,,12.72,,0.0352,24.46,0.0677,,,14.77,9.23,361.23,,,19.74,,,,,,,,,,,0.0345,,,,,,,8.28,,,,,,,,,,,,0.0,83.82,0.0202
1905-12-31,,12.63,,0.0346,25.63,0.0702,,,14.24,9.54,364.99,,,19.57,,,,,,,,,,,0.034300000000000004,,,,,,,8.47,,,,,,,135.81,,,,,0.0,,
