"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
11,"AAL","American Airlines Group Inc","S&P 500","Industrials","Airlines","USA",9238.66,12.97,4.23,0.27,0.18,,1.09,7.65,-7.95,12.96,,,0.00%,1.09,-0.25,-5.34%,33.05%,-17.73%,48.70%,16.93%,-0.96%,-97.42%,52788.00,822.00,171.28%,0.38%,654.27,641.67,98.07%,2.00%,-0.14%,52.38%,1.46%,5.89%,1.10,37.81,1.29%,,2.69%,0.62,0.51,,,22.37%,7.59%,1.56%,0.00%,0.00%,0.00%,0.28%,0.28%,-0.07%,0.07%,-0.24%,-0.18%,-0.11%,-3.69%,-5.30%,-3.29%,6.01%,-0.07%,2.69%,1.59,0.43,2.42%,2.69%,-4.86%,-2.80%,-1.86%,-12.63%,10.41%,-26.05%,29.93%,-76.12%,71.03%,40.91,1/25/2024 8:30:00 AM,12/9/2013,Yes,Yes,132100,1.07%,0.00%,2.25,34248.87,0.69,23682123,36676,17.87,13.96,13.96,14.17,13.86,14.11,1.07%,14.11,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
12,"AAMC","Altisource Asset Management Corp","-","Financial","Mortgage Finance","USA",10.98,,,,,,0.31,1.63,-22.61,13.04,,,,-6.28,,,,-4.29%,,263.60%,-522.61%,-101.71%,-1.75,-24.39,,,3.03,2.76,91.09%,0.00%,,1.71%,-73.81%,0.60%,0.55,0.02,-29.44%,-53.99%,-74.51%,,,0.02,0.33,82.40%,955.16%,1391.39%,0.00%,-1.73%,4.74%,4.74%,2.05%,2.05%,0.76%,-2.93%,-9.75%,-12.09%,7.86%,-9.55%,-28.42%,-2.65%,-87.06%,-3.86%,,0.39,8.46%,6.05%,0.70%,-8.03%,-66.30%,-30.05%,25.55%,-93.46%,50.76%,-99.44%,50.76%,49.55,,12/13/2012,No,Yes,55,9.34%,-0.55%,,29.68,2.47,73278,394,,3.66,3.64,5.00,3.55,3.98,8.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"AAME","Atlantic American Corp.","-","Financial","Insurance - Life","USA",54.67,21.91,,,0.30,0.55,,10.78,4.84,,0.02,0.75%,36.23%,0.12,,,,-22.86%,,0.42%,-3.78%,298.44%,185.28,2.70,,,20.41,3.89,19.06%,80.92%,0.00%,4.70%,1.24%,0.38%,1.88,0.01,0.92%,3.16%,1.96%,0.76,,0.40,0.40,,3.76%,1.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.34%,-0.74%,-1.83%,-1.11%,-2.90%,8.50%,42.55%,42.55%,12.13%,9.38%,0.32,0.18,8.31%,6.21%,-0.72%,2.53%,27.44%,-10.67%,32.67%,-10.67%,79.87%,-83.22%,637.73%,50.53,,3/17/1980,No,Yes,142,-0.74%,-0.37%,,7.94,1.26,10018,84,,2.71,2.70,2.87,2.68,2.68,-1.11%,2.68,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
14,"AAN","Aarons Company Inc","RUT","Industrials","Rental & Leasing Services","USA",206.75,87.20,10.67,,0.10,0.30,3.50,2.40,22.60,1.94,0.50,7.34%,550.66%,0.08,-0.07,-89.24%,632.59%,-42.78%,,4.01%,-10.19%,-113.24%,2139.89,2.82,-1100.00%,-2.96%,30.36,29.05,95.69%,4.31%,8.10%,92.50%,-7.44%,2.37%,2.40,0.69,0.15%,0.41%,0.22%,,,0.83,1.02,51.82%,4.88%,0.13%,0.00%,0.00%,0.00%,0.22%,0.15%,-0.22%,-0.37%,-0.29%,-0.98%,-1.23%,-3.54%,-37.12%,-41.89%,-30.15%,-32.24%,-37.41%,1.33,0.38,3.70%,4.59%,-17.58%,-29.48%,-37.83%,-41.34%,-0.44%,-57.86%,1.34%,-81.84%,1.34%,21.84,2/26/2024 4:30:00 PM,11/4/1982,Yes,Yes,9071,-2.16%,0.14%,2.67,286.59,1.00,285804,1898,8.60,6.95,6.96,7.00,6.78,6.81,-2.01%,6.81,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
15,"AAOI","Applied Optoelectronics Inc","-","Technology","Communication Equipment","USA",498.43,,14.90,,2.29,2.30,9.05,,5.63,1.43,,,,-1.79,-0.29,77.88%,1037.46%,-74.26%,13.00%,-2.51%,-1.84%,46.71%,217.65,-56.05,6566.67%,-7.27%,38.15,35.66,93.47%,7.12%,-0.35%,63.84%,-2.49%,25.66%,2.71,9.15,-14.06%,-28.06%,-18.95%,1.85,1.16,0.38,0.56,26.72%,-19.00%,-25.75%,0.00%,-0.08%,-0.08%,-0.08%,-1.49%,-2.36%,2.00%,1.14%,0.68%,2.75%,-9.29%,-42.08%,-44.03%,31.91%,423.39%,-32.82%,2.07,1.51,5.88%,9.36%,-17.02%,-24.93%,4.83%,-47.56%,6.92%,-47.56%,711.25%,-87.45%,777.03%,36.94,2/22/2024 4:30:00 PM,9/26/2013,Yes,Yes,2149,2.12%,0.08%,2.00,3374.70,0.57,1931841,9405,18.00,12.70,12.71,13.20,12.38,12.98,2.20%,13.26,2.16%,,,,,,,,,,,,,,,,,,,,,,,,,
16,"AAON","AAON Inc.","RUT","Industrials","Building Products & Equipment","USA",6762.17,38.88,29.91,3.24,5.79,9.19,749.69,124.76,9.02,0.11,0.32,0.39%,15.01%,2.13,0.47,4.17%,20.93%,31.82%,12.00%,23.88%,20.44%,19.17%,1168.52,177.62,5.16%,4.18%,81.51,67.07,82.28%,17.80%,-2.85%,71.20%,-0.20%,3.84%,6.17,2.58,19.42%,27.41%,22.32%,3.23,1.54,0.08,0.09,32.97%,19.47%,15.20%,0.00%,0.00%,0.00%,0.11%,-0.23%,-0.37%,-0.78%,-1.14%,-0.87%,-0.56%,3.96%,-2.02%,16.37%,36.15%,35.49%,12.21%,0.91,2.25,2.41%,2.66%,0.39%,7.39%,24.81%,-6.63%,21.22%,-6.63%,58.67%,-6.63%,311475.42%,58.16,2/28/2024 4:30:00 PM,1/3/1991,Yes,Yes,3856,0.73%,-0.19%,2.00,417.57,1.23,514007,4700,95.67,82.45,82.29,83.98,81.82,82.89,0.53%,82.89,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
17,"AAP","Advance Auto Parts Inc","-","Consumer Cyclical","Specialty Retail","USA",5013.51,113.71,19.04,,0.44,1.99,9.96,111.51,42.34,8.45,1.00,1.19%,451.08%,0.74,0.76,666.47%,15.39%,-38.63%,,3.37%,-0.36%,-132.99%,11287.61,44.25,-381.22%,0.05%,59.51,58.92,99.01%,1.06%,0.24%,102.09%,-3.34%,9.86%,3.20,5.81,0.35%,1.70%,0.68%,1.20,0.29,1.59,1.76,40.36%,1.17%,0.39%,0.00%,0.00%,-0.07%,-0.13%,0.06%,-0.11%,-0.11%,0.84%,0.02%,1.62%,11.11%,30.22%,31.61%,40.74%,-31.01%,37.95%,1.15,3.02,4.56%,4.34%,20.79%,26.63%,33.54%,2.81%,39.89%,-35.19%,76.39%,-65.57%,582.81%,81.53,2/28/2024 8:30:00 AM,11/29/2001,Yes,Yes,69000,2.58%,0.37%,3.15,1817.02,1.19,2160029,16933,62.92,81.77,82.07,84.46,81.00,84.19,2.96%,84.19,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
18,"AAPB","GraniteShares 2x Long AAPL Daily ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,4.31,23.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16%,0.16%,0.11%,-0.11%,-1.01%,-1.41%,-1.47%,-1.52%,-1.57%,-1.84%,0.28%,-12.12%,-36.98%,-24.08%,-12.25%,-21.07%,1.99,0.70,2.99%,2.99%,-4.35%,-11.90%,-26.38%,-23.32%,5.69%,-39.89%,5.69%,-39.89%,27.23%,37.09,,8/9/2022,Yes,Yes,,-2.32%,3.63%,,85.63,3.41,292000,773,,17.91,18.56,18.95,18.12,18.13,1.23%,18.16,0.16%,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.15%,4,15765213,17.91,0.01,11014256.36,231.83,13123500.87,496.78,13403153.30,567.43,16305835.23,,6.66,,,,-9.62,"U.S. single-asset AAPL leverage"
19,"AAPD","Direxion Daily AAPL Bear 1X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.88,3.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.09%,-0.04%,0.13%,0.53%,0.71%,0.76%,0.71%,0.77%,1.05%,-0.49%,6.17%,13.84%,0.76%,-10.41%,11.64%,-1.24,0.41,1.31%,1.51%,1.82%,5.78%,6.00%,-2.89%,13.69%,-12.80%,14.71%,-28.65%,14.71%,59.87,,8/9/2022,Yes,Yes,,1.05%,-1.80%,,271.40,0.93,251512,648,,22.71,22.31,22.56,22.02,22.54,-0.77%,22.54,0.00%,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",0.95%,8,40857525,22.70,-0.01,3484084.50,9.32,4947615.61,13.78,6454984.86,18.76,21476007.73,110.81,-7.57,,,,-3.10,"U.S. single-asset AAPL inverse"
20,"AAPL","Apple Inc","DJIA, NDX, S&P 500","Technology","Consumer Electronics","USA",2682566.89,27.03,24.31,2.46,6.95,36.24,36.70,25.10,4.79,4.73,1.01,0.58%,15.32%,6.43,1.51,7.17%,8.79%,15.55%,11.00%,8.34%,2.07%,15.81%,385706.00,100913.00,3.77%,1.35%,15550.06,15427.80,99.21%,0.09%,-5.05%,61.75%,-0.48%,0.73%,1.91,111.93,28.82%,154.27%,59.65%,1.07,1.02,1.28,1.46,45.03%,30.76%,26.16%,0.01%,0.03%,0.01%,-0.04%,-0.10%,0.06%,-0.84%,-0.89%,-1.15%,-1.06%,0.56%,-5.52%,-12.31%,-0.74%,11.47%,-9.77%,1.29,3.39,1.44%,1.61%,-1.73%,-5.22%,-5.50%,-11.54%,3.10%,-12.97%,14.56%,-12.97%,353657.45%,40.19,2/1/2024 4:30:00 PM,12/12/1980,Yes,Yes,161000,-1.01%,1.67%,2.18,58511.76,1.28,75020518,596272,199.20,172.62,175.50,177.71,173.52,173.72,0.64%,173.49,-0.13%,,,,,,,,,,,,,,,,,,,,,,,,,
21,"AAPU","Direxion Daily AAPL Bull 1.5X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.64,2.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.04%,0.04%,0.30%,-0.13%,-1.16%,-1.24%,-1.43%,-1.55%,0.65%,-8.87%,-20.19%,-5.86%,7.24%,-15.65%,1.83,0.68,2.13%,2.31%,-2.93%,-8.39%,-11.58%,-17.52%,4.47%,-22.83%,11.21%,-22.83%,48.68%,39.30,,8/9/2022,Yes,Yes,,-1.70%,2.93%,,204.40,2.83,577542,1935,,22.85,23.52,23.90,23.08,23.12,1.18%,23.09,-0.13%,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",0.95%,9,46850461,22.85,0.01,14913649.80,46.70,16116701.91,52.44,17528497.90,59.78,32989964.87,238.01,11.64,,,,-3.50,"U.S. single-asset AAPL leverage"
22,"AAPX","T-Rex 2X Long Apple Daily Target ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.16%,0.16%,-0.47%,-0.56%,-1.39%,-1.39%,-1.53%,-1.85%,-2.03%,1.19%,-12.28%,,,,-14.68%,,0.76,2.49%,2.56%,-4.10%,-11.46%,-11.46%,-23.10%,5.67%,-23.10%,5.67%,-23.10%,5.67%,39.43,,1/11/2024,Yes,Yes,,-2.17%,3.73%,,14.29,2.49,35599,156,,20.90,21.68,22.12,21.21,21.21,1.48%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Technology","US","Active",1.05%,3,2094000,20.94,0.01,1532100.00,272.66,2048500.00,4502.20,2048500.00,4502.20,2048500.00,4502.20,,,,,-62.83,"U.S. single-asset AAPL leverage"
23,"AAPY","Kurv Yield Premium Strategy Apple (AAPL) ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.06,4.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.82%,-0.65%,-1.04%,-1.30%,0.68%,-5.30%,-11.21%,,,-9.59%,,0.26,0.20%,0.22%,-1.34%,-4.81%,-6.86%,-10.54%,2.86%,-11.35%,2.86%,-11.35%,2.86%,40.60,,10/27/2023,No,Yes,,-0.53%,1.30%,,0.31,2.29,701,32,,23.99,24.30,24.60,24.17,24.17,0.76%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equity Income","Technology","US","Active",0.99%,6,480118,24.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,-0.45,"U.S. single-asset options AAPL covered-call"
24,"AAT","American Assets Trust Inc","RUT","Real Estate","REIT - Diversified","USA",1285.60,25.21,25.74,,2.91,1.07,15.51,12.15,19.67,1.36,1.46,6.93%,157.63%,0.84,0.14,-13.10%,12.33%,14.84%,,6.14%,6.12%,37.85%,441.16,50.38,6.25%,0.91%,60.90,47.43,77.88%,22.11%,0.00%,77.11%,-1.80%,2.31%,3.41,1.10,1.71%,4.23%,1.78%,,,1.36,1.44,35.75%,27.60%,11.42%,0.00%,0.00%,0.24%,0.24%,0.33%,0.19%,0.14%,0.05%,-0.25%,-0.47%,-0.24%,-4.00%,-10.06%,2.63%,13.37%,-6.22%,1.27,0.49,1.78%,2.11%,-1.09%,-4.79%,1.74%,-11.75%,2.18%,-11.75%,31.60%,-57.15%,31.60%,43.42,2/6/2024 4:30:00 PM,1/13/2011,Yes,Yes,228,-0.28%,0.00%,3.25,321.39,0.88,284225,1218,22.33,21.17,21.17,21.24,21.03,21.11,-0.28%,21.11,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
