"No.","Ticker","Company","Index","Sector","Industry","Country","Exchange","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
2483,"E","Eni Spa ADR","-","Energy","Oil & Gas Integrated","Italy","NYSE",46701.48,17.31,8.01,,0.48,0.82,2.63,7.85,35.81,11.16,2.08,7.09%,45.30%,1.70,0.67,-32.17%,1.98%,2.92%,-9.48%,17.81%,-6.53%,-71.83%,97443.36,2759.63,16.77%,-8.00%,1590.65,1590.50,99.99%,0.01%,0.00%,1.10%,-6.48%,0.05%,2.59,0.77,1.81%,4.71%,3.21%,1.27,1.07,0.51,0.69,8.54%,10.57%,2.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.20%,-0.29%,2.73%,1.73%,-0.03%,-7.06%,-4.86%,7.31%,0.91,0.38,1.02%,1.12%,2.90%,4.85%,-2.78%,0.51%,12.40%,-13.08%,12.40%,-65.52%,142.64%,64.85,10/25/2024 8:30:00 AM,11/28/1995,Yes,Yes,33142,-0.37%,1.10%,2.04,296.02,0.64,188052,1915,34.06,29.15,29.47,29.64,29.30,29.36,0.72%,29.30,-0.20%,,,,,,,,,,,,,,,,,,,,,,,,,
2484,"EA","Electronic Arts, Inc","NDX, S&P 500","Communication Services","Electronic Gaming & Multimedia","USA","NASD",33723.91,32.93,17.24,4.11,4.60,4.57,10.69,17.82,28.34,12.11,0.78,0.61%,16.24%,3.93,1.11,-4.18%,13.20%,7.04%,8.02%,9.03%,-2.59%,3.33%,7339.00,1049.00,-11.50%,-4.43%,261.55,235.36,89.99%,9.69%,-0.22%,87.21%,-0.55%,2.75%,2.09,6.48,7.75%,14.04%,11.29%,1.38,1.38,0.25,0.26,78.42%,21.09%,14.29%,0.00%,0.00%,0.00%,0.00%,0.22%,0.26%,0.45%,0.30%,0.26%,-0.06%,0.62%,-8.96%,-20.55%,-11.65%,-6.91%,-11.55%,0.79,3.85,2.20%,2.56%,1.61%,-8.97%,-9.85%,-23.02%,12.32%,-23.20%,12.32%,-23.20%,33696.93%,45.02,2/4/2025 4:30:00 PM,9/20/1989,Yes,Yes,13700,-0.26%,-0.06%,2.36,3097.61,0.75,2319643,30101,142.05,129.82,129.74,130.76,129.04,129.40,-0.32%,129.74,0.26%,,,,,,,,,,,,,,,,,,,,,,,,,
2485,"EAD","Allspring Income Opportunities Fund","-","Financial","Closed-End Fund - Debt","USA","NYSE",413.06,5.82,,,9.03,0.97,,,7.20,,0.63,8.97%,91.94%,1.20,,,,,,,14.90%,104.30%,45.74,,,,59.09,59.08,99.99%,,,36.32%,,0.15%,0.53,0.09,,,,,,,,,,,0.00%,0.06%,0.06%,-0.08%,-0.01%,-0.01%,-0.01%,0.13%,0.00%,0.06%,-0.57%,0.58%,1.75%,0.87%,5.27%,1.45%,0.89,0.05,0.57%,0.61%,-0.53%,0.08%,1.57%,-1.69%,2.95%,-3.19%,11.13%,-56.55%,113.11%,45.88,,2/26/2003,No,Yes,,-0.14%,-0.14%,,164.81,1.12,184278,583,,7.01,7.00,7.02,6.98,6.99,-0.29%,6.99,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,
2486,"EAF","GrafTech International Ltd","RUT","Industrials","Electrical Equipment & Parts","USA","NYSE",293.17,,,,0.54,,1.14,,-0.31,1.00,,,,-0.51,-0.16,-25.59%,61.25%,,,-18.25%,-2.13%,77.31%,538.78,-131.16,-6.64%,2.60%,257.26,183.28,71.24%,28.73%,0.14%,63.25%,-4.79%,8.00%,7.05,14.66,-10.44%,-213.73%,-13.01%,4.55,2.90,,,-4.12%,-13.81%,-24.34%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.11%,-15.56%,-26.92%,-47.71%,70.43%,-13.64%,-34.10%,0.90,0.14,14.66%,9.77%,-20.94%,-31.28%,-19.12%,-49.56%,15.15%,-54.94%,119.23%,-95.09%,119.23%,32.05,2/7/2025 8:30:00 AM,4/19/2018,Yes,Yes,1249,-4.20%,8.18%,3.00,2079.54,2.25,4685432,8992,1.67,1.10,1.19,1.34,1.12,1.14,3.64%,1.14,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2487,"EAFG","Pacer Developed Markets Cash Cows Growth Leaders ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.37,1.82%,,,,,,,,,,,,,,,,,,,,,,,0.26,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.15%,-0.10%,-0.10%,-0.10%,2.80%,10.16%,4.66%,1.93%,,9.17%,,0.15,0.15%,0.18%,4.27%,5.36%,4.32%,-0.25%,10.78%,-1.04%,12.29%,-1.04%,12.29%,73.16,,3/22/2024,No,Yes,,-0.15%,-0.08%,,1.01,0.25,256,4,,20.60,20.58,20.58,20.55,20.55,-0.24%,,,"Global or ExUS Equities - Dividend & Fundamental","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.65%,101,1028675,20.57,-0.00,514337.50,100.00,514337.50,100.00,514337.50,100.00,19480.00,1.93,,,,,2.80,"Developed-ex-U.S. equity growth cash-cow mid-large-cap"
2488,"EAGG","iShares ESG Aware U.S. Aggregate Bond ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.83,3.90%,,,,,,,,,,,,,,,,,,,,,,,0.12,0.04,,,,,,,,,,,0.02%,0.02%,0.02%,0.02%,0.00%,0.03%,0.00%,-0.03%,-0.04%,-0.13%,0.26%,1.12%,-0.02%,-2.58%,0.69%,0.90%,0.22,0.21,0.23%,0.30%,0.40%,0.39%,-0.67%,-1.72%,2.11%,-4.27%,2.88%,-18.06%,6.33%,55.88,,10/23/2018,Yes,Yes,,-0.04%,0.43%,,322.29,0.49,156647,526,,46.68,46.88,46.94,46.85,46.86,0.39%,,,"Bonds - Broad Market","Bonds","US Bonds","Corporate Governance","US","Passive",0.10%,5296,3692950951,46.81,0.00,23366858.60,0.64,9336613.50,0.25,23376409.20,0.64,135635913.10,3.81,4.34,-1.15,-0.62,,1.48,"U.S. fixed-income corporate-bonds debt-securities ESG"
2489,"EAGL","Eagle Capital Select Equity ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.08,0.28%,,,,,,,,,,,,,,,,,,,,,,,0.22,0.03,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.03%,-0.17%,-0.31%,-0.24%,0.31%,2.44%,2.44%,12.60%,,5.60%,,0.24,0.46%,0.69%,0.10%,2.05%,7.78%,-0.94%,6.17%,-0.94%,19.33%,-0.94%,19.33%,57.30,,3/25/2024,No,Yes,,-0.27%,0.31%,,120.97,0.45,54392,57,,29.40,29.49,29.50,29.41,29.41,0.03%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Active",0.80%,30,2412848001,29.37,0.00,53872800.00,2.28,123942200.00,5.41,62256600.00,2.65,308596596.58,14.67,,,,,19.40,"Global equity large-cap quality"
2490,"EALT","Innovator U.S. Equity 5 to 15 Buffer ETF - Quarterly","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.01,,,,,,,,,,,0.00%,0.00%,0.06%,0.06%,0.06%,0.18%,0.03%,0.04%,0.18%,0.00%,1.25%,2.24%,2.19%,10.57%,18.48%,3.21%,0.70,0.23,0.40%,0.51%,0.84%,1.39%,6.73%,0.00%,4.45%,0.00%,19.54%,0.00%,33.55%,60.33,,10/2/2023,No,Yes,,0.00%,0.00%,,32.10,1.22,39238,82,,33.28,33.28,33.30,33.21,33.28,0.00%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.69%,5,117136102,33.23,0.00,6614272.50,5.98,5223855.00,4.67,13881360.00,13.44,72242617.50,160.92,18.48,,,,21.13,"U.S. options buffer SP500"
2491,"EAOA","iShares ESG Aware Aggressive Allocation ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,0.74,2.00%,,,,,,,,,,,,,,,,,,,,,,,0.24,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.08%,0.08%,0.05%,0.05%,-0.03%,0.03%,1.44%,3.18%,1.76%,7.05%,15.22%,4.11%,0.81,0.23,0.21%,0.32%,1.14%,1.86%,4.49%,-0.46%,5.26%,-0.46%,15.10%,-0.46%,47.04%,61.34,,6/19/2020,No,No,,0.00%,0.13%,,2.22,0.50,1111,23,,37.14,37.19,37.19,37.17,37.19,0.13%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Growth / Aggressive","Global Diversified","Corporate Governance",,"Passive",0.18%,7,29729734,37.16,0.00,-5695.55,-0.02,-932427.18,-3.04,-5695.55,-0.02,-48393.31,-0.16,16.84,5.70,,,,"Global equity fixed-income aggressive ESG"
2492,"EAOK","iShares ESG Aware Conservative Allocation ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,0.81,3.12%,,,,,,,,,,,,,,,,,,,,,,,7.04,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.68%,2.95%,-0.04%,2.37%,6.05%,2.02%,0.47,0.09,0.07%,0.08%,0.68%,0.86%,1.47%,-1.10%,3.19%,-1.83%,6.86%,-8.33%,17.22%,60.33,,6/18/2020,No,Yes,,0.06%,0.25%,,0.46,0.59,275,0,,25.94,26.01,26.02,26.01,26.02,0.31%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Conservative","Global Diversified","Corporate Governance",,"Passive",0.18%,7,8458959,26.03,-0.00,-646186.45,-7.10,-3082.18,-0.04,-646186.45,-7.10,624011.11,7.96,9.11,1.47,,,,"Global equity fixed-income conservative ESG"
2493,"EAOM","iShares ESG Aware Moderate Allocation ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,0.79,2.82%,,,,,,,,,,,,,,,,,,,,,,,1.85,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,2.61%,1.68%,3.29%,9.16%,2.61%,0.52,0.13,0.12%,0.17%,1.09%,0.97%,2.38%,-1.21%,3.98%,-1.31%,8.59%,-4.79%,22.29%,60.62,,6/18/2020,No,No,,0.09%,0.15%,,1.86,0.22,405,2,,28.05,28.09,28.11,28.09,28.11,0.24%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Moderate","Global Diversified","Corporate Governance",,"Passive",0.18%,7,6325668,28.11,0.00,698512.40,12.41,19239.03,0.31,19239.03,0.31,1383553.38,28.00,10.03,2.12,,,,"Global equity fixed-income moderate ESG"
2494,"EAOR","iShares ESG Aware Growth Allocation ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,0.79,2.44%,,,,,,,,,,,,,,,,,,,,,,,0.11,0.00,,,,,,,,,,,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,1.16%,2.69%,1.31%,4.62%,11.49%,3.28%,0.67,0.18,0.37%,0.32%,1.03%,1.52%,3.20%,-0.80%,4.89%,-0.80%,11.79%,-0.80%,34.57%,62.05,,6/18/2020,No,Yes,,-0.15%,0.34%,,5.31,1.42,7558,16,,32.33,32.44,32.44,32.38,32.39,0.19%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Growth / Aggressive","Global Diversified","Corporate Governance",,"Passive",0.18%,7,21038842,32.37,0.00,-2385694.23,-10.18,-19003.42,-0.09,-2385694.23,-10.18,1514345.45,7.76,13.45,3.92,,,,"Global equity fixed-income growth ESG"
2495,"EAPR","Innovator Emerging Markets Power Buffer ETF April","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,-0.11%,-0.11%,-0.11%,-0.11%,0.04%,0.26%,0.15%,2.36%,4.76%,2.74%,4.58%,10.33%,4.56%,0.35,0.20,0.44%,0.53%,2.72%,3.27%,3.39%,0.64%,6.79%,-1.10%,10.50%,-1.10%,27.96%,69.26,,4/1/2021,No,Yes,,0.30%,0.56%,,7.79,1.06,8234,36,,26.82,26.97,27.05,26.96,27.05,0.86%,,,"Global or ExUS Equities - Quant Strat","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.89%,5,59482720,27.04,0.00,-1319815.00,-2.17,-5887605.00,-9.01,-2607080.00,-4.20,-14714697.50,-19.83,10.33,3.15,,,1.87,"Emerging options buffer upside-cap fixed-period"
2496,"EARN","Ellington Credit Co","-","Financial","Asset Management","USA","NYSE",190.23,5.81,5.73,0.53,3.57,0.95,7.39,78.28,6.85,0.88,0.96,14.72%,313.21%,1.12,0.30,43.32%,-7.73%,,10.94%,60.18%,588.52%,128.32%,53.24,21.03,-9.12%,-14.60%,29.18,28.80,98.70%,1.29%,0.00%,25.97%,87.78%,3.30%,1.74,0.95,2.32%,13.88%,10.97%,,,0.00,2.54,95.64%,114.09%,39.50%,0.00%,0.00%,0.00%,0.00%,-0.00%,0.00%,-0.01%,-0.00%,-0.01%,-0.08%,-0.15%,0.77%,0.46%,-6.19%,15.81%,-1.51%,2.01,0.12,1.28%,1.77%,-0.98%,-1.57%,-4.51%,-6.72%,3.49%,-10.19%,16.95%,-67.15%,141.48%,45.85,11/13/2024 8:30:00 AM,5/1/2013,Yes,Yes,170,-0.76%,0.31%,2.50,545.28,1.76,960210,2787,7.25,6.55,6.57,6.59,6.51,6.52,-0.46%,6.52,-0.01%,,,,,,,,,,,,,,,,,,,,,,,,,
2497,"EASG","Xtrackers MSCI EAFE Selection Equity ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.86,2.76%,,,,,,,,,,,,,,,,,,,,,,,0.41,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.23%,-0.27%,-0.33%,-0.12%,2.24%,6.53%,3.60%,0.28%,7.01%,6.46%,0.88,0.29,0.68%,0.59%,2.30%,3.55%,0.17%,-5.26%,8.84%,-8.24%,8.84%,-11.86%,73.12%,65.65,,11/2/2018,No,Yes,,-0.55%,0.60%,,4.97,0.29,1424,21,,31.22,31.41,31.41,31.24,31.24,0.04%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities","Corporate Governance","EAFE","Passive",0.14%,365,54670556,31.24,-0.00,0.00,0.00,3090350.00,5.99,0.00,0.00,4692055.00,9.39,8.80,2.85,5.33,,,"EAFE equity mid-large-cap ESG"
2498,"EAT","Brinker International, Inc","RUT","Consumer Cyclical","Restaurants","USA","NYSE",7034.05,27.51,16.78,0.72,1.46,53.48,475.27,20.85,2.96,0.33,,,0.00%,5.76,2.49,103.92%,12.92%,-3.02%,38.34%,6.71%,26.45%,177.77%,4825.70,263.00,50.93%,8.73%,44.40,43.65,98.31%,1.69%,-6.34%,107.81%,5.47%,10.05%,3.65,4.39,10.37%,2390.91%,14.20%,0.33,0.19,13.08,14.11,12.70%,8.50%,5.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.00%,-0.01%,-7.94%,10.28%,33.11%,151.99%,257.40%,19.74%,2.56,6.74,3.91%,3.74%,-5.12%,7.61%,65.74%,-17.59%,29.07%,-17.59%,268.46%,-17.59%,21126.76%,47.51,1/29/2025 8:30:00 AM,1/6/1984,Yes,Yes,68852,-1.13%,0.00%,2.50,1200.96,1.24,1483528,12506,183.06,160.21,160.21,160.52,156.55,158.40,-1.13%,158.40,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2499,"EATV","VegTech Plant-based Innovation & Climate ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,0.10,0.59%,,,,,,,,,,,,,,,,,,,,,,,8.31,0.03,,,,,,,,,,,0.00%,0.00%,0.00%,-0.01%,-0.01%,-0.06%,-0.19%,-0.02%,-0.25%,-0.19%,0.96%,-0.12%,-7.95%,0.67%,3.28%,-3.46%,1.02,0.24,1.06%,0.92%,-0.82%,-3.16%,-3.48%,-13.16%,2.32%,-13.16%,3.82%,-36.48%,14.06%,43.50,,12/29/2021,Yes,Yes,,1.87%,-2.46%,,3.09,4.03,12459,27,,16.40,16.00,16.37,16.00,16.30,-0.63%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Innovation / Patent Based",,"Active",0.76%,39,5619394,16.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,-9.64,,,-12.20,"U.S. equity technology clean-energy climate-change innovation"
2500,"EATZ","AdvisorShares Restaurant ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.05,0.17%,,,,,,,,,,,,,,,,,,,,,,,0.48,0.00,,,,,,,,,,,0.00%,0.03%,0.03%,-0.00%,-0.10%,0.06%,0.06%,-0.30%,-0.14%,-0.02%,0.76%,7.35%,3.75%,23.12%,32.88%,7.62%,1.05,0.42,0.96%,0.94%,1.58%,3.68%,13.96%,-1.89%,9.74%,-1.89%,32.29%,-1.89%,77.67%,57.99,,4/21/2021,Yes,No,,-1.48%,0.66%,,2.01,0.46,922,37,,30.32,30.52,30.52,30.07,30.07,-0.83%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Consumer Discretionary","US","Active",0.99%,25,3641978,30.35,-0.01,0.00,0.00,146850.00,4.20,0.00,0.00,-538950.00,-12.89,32.88,10.08,,,5.93,"U.S. equity consumer-discretionary hotel restaurant travel"
2501,"EB","Eventbrite Inc","RUT","Technology","Software - Application","USA","NYSE",324.56,,348.96,,0.96,1.80,0.55,,1.87,6.05,,,,-0.08,-0.05,53.23%,107.89%,31.15%,,18.09%,-4.59%,60.53%,336.37,-8.13,69.23%,2.64%,80.75,75.77,93.83%,21.79%,-1.45%,68.92%,-16.73%,4.40%,3.02,3.33,-0.91%,-4.53%,-1.93%,1.55,1.55,1.34,1.35,67.98%,-7.53%,-2.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.74%,-2.19%,-1.76%,-2.33%,-7.97%,15.92%,-60.82%,-0.30%,2.22,0.18,4.63%,5.49%,-1.85%,-4.07%,-13.44%,-18.69%,10.56%,-63.59%,33.47%,-91.68%,33.47%,47.26,2/27/2025 4:30:00 PM,9/20/2018,Yes,Yes,866,-4.56%,0.86%,2.50,1104.20,0.36,394234,2673,5.06,3.48,3.51,3.53,3.34,3.35,-3.74%,3.35,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2502,"EBAY","EBay Inc","S&P 500","Consumer Cyclical","Internet Retail","USA","NASD",33482.10,17.66,13.38,1.71,3.26,6.22,6.47,24.05,11.24,10.81,1.08,1.54%,19.26%,3.96,1.20,13.91%,8.19%,15.28%,10.30%,4.53%,3.56%,-47.68%,10286.00,2020.00,1.04%,1.13%,482.00,477.32,99.03%,0.35%,-6.91%,94.96%,-1.63%,3.64%,4.06,17.39,9.87%,35.85%,16.94%,1.25,1.25,1.20,1.45,71.98%,25.36%,19.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%,0.27%,0.17%,3.05%,7.36%,13.66%,25.36%,69.95%,12.83%,1.44,1.56,1.97%,2.17%,4.33%,7.30%,17.08%,-2.26%,15.08%,-2.26%,71.20%,-13.91%,15685.96%,66.74,2/26/2025 4:30:00 PM,9/24/1998,Yes,Yes,12300,-0.14%,1.07%,2.67,4283.12,0.82,3501534,33953,63.57,69.26,70.00,70.03,69.28,69.90,0.92%,69.90,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2503,"EBC","Eastern Bankshares Inc","RUT","Financial","Banks - Regional","USA","NASD",4001.33,27.97,10.87,,3.75,1.10,,7.98,16.89,,0.49,2.61%,68.18%,0.67,0.33,40.33%,15.29%,0.52%,,16.56%,32.68%,-84.67%,1067.76,119.56,15.25%,4.28%,213.91,197.45,92.31%,8.02%,-0.15%,67.08%,13.93%,2.16%,4.68,4.26,0.51%,3.63%,3.23%,0.11,,0.03,0.03,,14.59%,11.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.04%,0.46%,-0.03%,-1.06%,5.37%,-0.96%,24.43%,40.05%,8.06%,0.94,0.46,1.55%,2.50%,1.75%,4.56%,15.28%,-2.74%,14.25%,-3.89%,52.54%,-19.06%,87.71%,56.78,1/23/2025 4:30:00 PM,10/15/2020,Yes,Yes,1744,0.38%,0.54%,1.50,910.17,1.01,914795,7825,20.75,18.47,18.57,18.78,18.52,18.64,0.92%,18.64,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2504,"EBF","Ennis Inc","RUT","Industrials","Business Equipment & Supplies","USA","NYSE",532.74,12.93,,,1.33,1.79,7.77,8.35,11.46,2.64,1.00,4.88%,60.90%,1.58,0.37,-4.88%,,2.54%,,1.60%,-4.64%,2.98%,399.35,41.34,0.00%,1.50%,25.97,24.46,94.19%,5.96%,0.00%,75.34%,0.97%,2.67%,5.39,0.65,11.07%,12.81%,13.61%,4.72,3.50,0.02,0.04,29.45%,13.22%,10.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.50%,0.83%,0.24%,-1.21%,-5.71%,1.01%,15.52%,-2.89%,0.39,0.35,1.37%,1.53%,-0.80%,-1.88%,0.19%,-5.71%,3.66%,-11.27%,21.02%,-12.88%,1186.90%,45.71,12/23/2024 8:30:00 AM,1/20/1969,Yes,Yes,1941,-0.63%,0.39%,1.00,121.29,0.89,108526,1419,25.00,20.53,20.61,20.74,20.41,20.48,-0.24%,20.74,1.27%,,,,,,,,,,,,,,,,,,,,,,,,,
2505,"EBIT","Harbor AlphaEdge Small Cap Earners ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.77,2.37%,,,,,,,,,,,,,,,,,,,,,,,0.32,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%,-0.02%,0.05%,-0.75%,-7.65%,4.92%,,1.43%,,0.34,0.67%,0.50%,-0.96%,-1.61%,-1.89%,-9.55%,4.47%,-11.89%,7.94%,-11.89%,7.94%,46.28,,7/10/2024,No,Yes,,-0.60%,0.65%,,2.58,0.65,1666,16,,32.49,32.70,32.70,32.49,32.50,0.04%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Passive",0.29%,842,9753000,32.51,-0.00,1672500.00,20.70,2470000.00,33.91,2470000.00,33.91,4097000.00,72.44,,,,,16.93,"U.S. equity small-cap fundamental"
2506,"EBIZ","Global X E-commerce ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,0.06,0.20%,,,,,,,,,,,,,,,,,,,,,,,0.76,0.02,,,,,,,,,,,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.28%,0.58%,0.37%,0.59%,5.38%,14.76%,16.37%,37.29%,53.93%,16.58%,1.33,0.59,1.51%,1.71%,6.95%,10.76%,23.65%,2.05%,19.64%,2.05%,52.19%,-14.53%,151.99%,74.69,,11/30/2018,Yes,Yes,,0.28%,1.83%,,20.91,1.24,25955,205,,31.67,32.25,32.37,32.07,32.34,2.12%,,,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Ex. US Equities","Consumer Discretionary",,"Passive",0.50%,42,80004982,31.62,0.02,3606000.00,4.72,11624100.00,17.00,4156800.00,5.48,-18462100.00,-18.75,54.29,8.18,11.29,,12.72,"Global equity technology e-commerce"
2507,"EBMT","Eagle Bancorp Montana Inc","-","Financial","Banks - Regional","USA","NASD",136.21,13.65,9.89,,1.15,0.78,,46.65,21.77,,0.57,3.35%,45.38%,1.24,0.32,25.30%,10.54%,-5.92%,,15.93%,11.94%,57.57%,118.64,9.78,50.84%,3.88%,8.03,7.31,91.03%,8.83%,-4.43%,40.26%,6.44%,0.38%,1.27,0.03,0.47%,5.68%,2.61%,0.11,,1.14,1.14,,6.82%,8.24%,0.00%,0.59%,0.06%,0.12%,0.12%,1.28%,1.01%,2.07%,1.25%,2.64%,12.29%,11.92%,-0.29%,28.23%,28.03%,10.83%,0.50,0.50,4.22%,2.99%,10.92%,8.80%,14.01%,-3.58%,18.40%,-3.58%,37.91%,-34.98%,707.02%,72.72,1/28/2025 8:30:00 AM,4/6/2000,No,Yes,383,4.23%,0.93%,3.00,21.61,0.83,17906,247,16.67,16.15,16.30,17.05,16.30,16.99,5.20%,16.99,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2508,"EBND","SPDR Bloomberg Emerging Markets Local Bond ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.14,5.66%,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,,,,,,,,,,,0.00%,0.00%,0.02%,0.02%,0.05%,0.05%,-0.02%,-0.02%,-0.02%,-0.10%,1.25%,2.85%,1.86%,-2.27%,-1.22%,3.53%,0.44,0.12,0.51%,0.50%,1.18%,1.86%,-0.07%,0.25%,4.01%,-5.62%,4.01%,-39.50%,10.08%,65.57,,2/24/2011,Yes,Yes,,-0.20%,0.50%,,409.56,0.38,155447,604,,20.16,20.26,20.26,20.21,20.22,0.30%,,,"Bonds - Treasury & Government","Bonds","Global Ex. US Bonds",,,"Passive",0.30%,598,1864183657,20.24,-0.00,-45680630.90,-2.39,-83560351.20,-4.29,-45680630.90,-2.39,8665674.10,0.47,4.02,-1.25,-1.81,0.09,0.20,"Emerging fixed-income currency-bonds bonds"
