"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
2288,"DNP","DNP Select Income Fund Inc.","-","Financial","Closed-End Fund - Equity","USA",3587.40,,,,23.93,1.27,,,7.74,,0.78,7.96%,,-0.37,,,,0.58%,,,12.80%,21.40%,149.94,,,,366.06,366.01,99.99%,0.05%,2.72%,8.90%,,0.07%,0.35,0.25,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.72%,0.00%,0.00%,0.00%,0.00%,0.00%,2.08%,8.65%,20.25%,9.13%,-2.78%,15.57%,0.48,0.12,1.37%,1.16%,3.47%,8.57%,11.31%,-0.31%,18.64%,-2.87%,22.19%,-25.16%,108.61%,72.54,,1/21/1987,No,Yes,,0.51%,0.21%,,727.04,0.03,1167,9,,9.73,9.75,9.80,9.73,9.80,0.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,"DNTH","Dianthus Therapeutics Inc","RUT","Healthcare","Biotechnology","USA",849.98,,,,206.30,2.37,2.36,,12.20,12.29,,,,-5.54,-0.61,73.22%,-24.22%,29.95%,,-11.19%,,40.63%,4.12,-56.68,6.46%,405.01%,29.35,20.08,68.42%,31.61%,0.00%,78.54%,5.06%,21.44%,16.25,4.30,-25.33%,-26.19%,-15.82%,36.46,36.46,0.00,0.00,91.74%,-1669.82%,-1376.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.79%,1.61%,7.42%,7.78%,131.49%,178.46%,1.85,1.63,4.62%,5.36%,2.45%,3.12%,27.46%,-8.38%,19.77%,-14.24%,340.12%,-91.38%,463.86%,55.31,8/8/2024 4:30:00 PM,6/21/2018,Yes,Yes,53,0.00%,0.00%,1.20,264.91,0.00,0,0,50.33,28.96,28.96,28.96,28.96,28.96,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,"DNUT","Krispy Kreme Inc","RUT","Consumer Defensive","Grocery Stores","USA",2018.24,,35.45,,1.16,1.77,69.33,,6.72,0.17,0.11,0.95%,,-0.31,0.01,-9.71%,37.70%,-24.46%,16.10%,16.32%,7.32%,-2600.00%,1739.78,-51.87,-1.38%,0.78%,168.63,82.89,49.15%,51.13%,0.00%,53.30%,-4.48%,23.64%,11.00,19.60,-1.62%,-4.41%,-2.09%,0.34,0.26,1.18,1.29,20.69%,1.09%,-2.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.25%,-0.25%,-0.25%,-0.25%,3.75%,8.87%,2.32%,0.25%,-10.46%,-21.14%,1.41,0.38,3.06%,3.06%,6.26%,10.54%,-4.27%,-0.25%,29.63%,-33.30%,29.63%,-45.14%,29.63%,64.28,8/8/2024 8:30:00 AM,7/1/2021,Yes,Yes,22800,1.28%,0.00%,1.73,1781.41,0.02,1676,5,15.50,11.75,11.75,11.93,11.60,11.90,1.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,"DOC","Healthpeak Properties Inc.","S&P 500","Real Estate","REIT - Healthcare Facilities","USA",15838.92,48.75,89.70,,6.57,1.81,99.43,18.45,12.51,0.23,1.20,5.30%,215.83%,0.46,0.07,-37.50%,-27.86%,-24.23%,-12.59%,5.92%,27.51%,119.34%,2411.96,287.14,109.79%,4.57%,699.29,697.13,99.69%,0.31%,0.00%,95.02%,-1.78%,1.48%,2.20,10.33,1.60%,3.76%,1.61%,,,1.04,1.04,23.28%,18.92%,11.91%,-0.13%,-0.13%,-0.13%,-0.13%,-0.13%,-0.13%,0.31%,0.31%,-0.31%,-0.31%,2.35%,4.96%,15.27%,31.38%,11.19%,14.39%,1.12,0.35,1.39%,1.51%,2.35%,5.40%,16.73%,-0.07%,16.69%,-0.07%,48.62%,-55.10%,429.86%,66.18,7/25/2024 4:30:00 PM,7/19/2013,Yes,Yes,193,0.31%,0.00%,1.56,4703.35,0.01,1273,18,24.07,22.58,22.58,22.72,22.58,22.65,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,"DOCN","DigitalOcean Holdings Inc","RUT","Technology","Software - Infrastructure","USA",3711.86,56.42,21.96,4.55,5.05,,8.38,31.47,-2.77,4.81,,,0.00%,0.71,0.40,5.01%,9.95%,,12.40%,27.94%,13.35%,2856.52%,735.14,68.39,22.04%,2.04%,90.24,59.34,65.76%,35.54%,-0.05%,58.37%,1.24%,11.35%,5.07,6.73,4.51%,,5.22%,2.47,2.47,,,60.21%,11.33%,9.30%,0.00%,0.00%,0.00%,0.05%,0.05%,0.05%,0.00%,-0.02%,-0.42%,-0.20%,3.70%,10.10%,15.10%,3.07%,60.06%,9.89%,1.81,1.59,5.50%,4.07%,7.33%,16.95%,13.37%,-2.98%,51.41%,-3.03%,107.94%,-69.78%,107.94%,65.34,8/8/2024 4:30:00 PM,3/24/2021,Yes,Yes,1156,-0.20%,0.17%,2.29,1327.46,0.03,2203,18,37.64,40.33,40.40,40.50,40.30,40.32,-0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,"DOCS","Doximity Inc","-","Healthcare","Health Information Services","USA",7337.28,49.69,35.47,5.02,14.86,8.03,9.78,45.24,4.92,4.04,,,0.00%,0.80,0.26,10.66%,5.98%,193.38%,9.90%,43.01%,16.79%,55.23%,493.63,160.55,25.45%,5.69%,124.10,120.81,97.35%,34.93%,-0.24%,63.17%,3.53%,10.23%,7.37,12.36,14.42%,16.86%,17.35%,6.69,6.69,0.01,0.02,89.65%,38.30%,32.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.51%,0.43%,0.43%,7.01%,13.01%,32.35%,41.75%,83.99%,40.94%,1.26,1.10,2.87%,2.82%,7.90%,23.60%,39.32%,-0.43%,58.06%,-0.43%,100.51%,-63.34%,100.51%,75.59,8/8/2024 4:30:00 PM,6/24/2021,Yes,Yes,827,0.43%,0.08%,2.67,1678.40,0.01,902,9,33.20,39.32,39.35,39.52,39.32,39.52,0.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,"DOCT","FT Vest U.S. Equity Deep Buffer ETF - October","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.46%,0.68%,1.68%,4.15%,9.69%,7.07%,0.35,0.10,0.25%,0.20%,0.34%,0.83%,3.55%,-0.08%,3.65%,-0.08%,16.38%,-0.08%,34.01%,66.08,,10/19/2020,No,Yes,,0.00%,0.00%,,12.48,0.00,0,0,,38.93,38.93,38.93,38.93,38.93,0.00%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.85%,6,192654077,38.92,0.00,967500.00,0.50,1933750.00,1.01,-12869158.43,-6.26,16284841.57,9.23,9.69,6.31,,,7.09,"U.S. options SP500 buffer upside-cap fixed-period"
2295,"DOCU","DocuSign Inc","-","Technology","Software - Application","USA",11453.60,11.90,15.27,0.59,4.01,5.82,12.21,12.46,9.70,4.62,,,0.00%,4.74,0.87,16.70%,6.24%,,20.00%,32.47%,7.03%,11648.21%,2858.47,988.02,20.24%,1.21%,205.33,200.97,97.88%,0.99%,-31.27%,80.46%,-0.68%,4.26%,4.06,8.55,28.14%,70.34%,47.56%,0.84,0.84,0.06,0.07,78.78%,4.92%,34.56%,0.00%,0.00%,0.00%,0.02%,0.02%,0.02%,-0.25%,0.05%,-0.51%,-0.51%,0.70%,-0.05%,11.00%,-0.60%,25.54%,-5.08%,0.92,1.65,3.48%,2.70%,-1.46%,1.72%,0.98%,-7.63%,15.64%,-12.86%,48.07%,-82.07%,60.95%,50.31,9/5/2024 4:30:00 PM,4/27/2018,Yes,Yes,6840,-0.51%,0.16%,2.86,2104.97,0.03,2946,39,64.20,56.63,56.72,56.78,56.40,56.43,-0.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,"DOG","ProShares Short Dow30 -1x Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.52,5.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04%,-0.04%,-0.04%,-0.04%,-0.04%,-0.04%,-0.04%,-0.04%,0.03%,0.03%,-1.50%,-1.78%,-6.86%,-5.97%,-14.51%,-7.14%,-0.86,0.33,1.34%,1.04%,-1.00%,-2.17%,-5.40%,-6.60%,0.59%,-20.60%,0.59%,-92.37%,0.59%,40.22,,6/21/2006,Yes,Yes,,0.03%,-0.25%,,1380.19,0.03,2332,11,,27.64,27.57,27.59,27.57,27.58,-0.22%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities",,"US","Passive",0.95%,13,163786040,27.65,-0.00,-93125.00,-0.06,-12056115.00,-6.86,-1890400.00,-1.14,3212265.00,2.00,-10.70,-4.14,-10.55,-11.13,-10.51,"U.S. equity DJIA blue-chip inverse"
2297,"DOGG","FT Vest DJIA Dogs 10 Target Income ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.91,9.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.06%,2.47%,3.35%,-1.07%,2.30%,-3.42%,0.68,0.24,0.79%,0.89%,0.92%,1.92%,0.57%,-2.38%,6.46%,-10.49%,11.02%,-10.49%,11.02%,57.54,,4/27/2023,No,No,,0.00%,0.00%,,16.05,0.00,0,0,,20.70,20.70,20.70,20.70,20.70,0.00%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Active",0.75%,43,35156041,20.68,0.00,5000.00,0.01,2969000.00,9.22,22854429.15,185.78,27953929.15,388.14,12.32,,,,11.15,"U.S. equity options DJIA"
2298,"DOGZ","Dogness (International) Corp","-","Consumer Cyclical","Leisure","China",368.79,,,,26.61,4.08,148.70,,7.10,0.19,,,,-0.41,,,,,,-5.93%,-35.81%,-300.13%,13.86,-7.44,-42.86%,4.00%,31.06,1.66,5.34%,86.95%,0.00%,0.12%,,9.55%,1.49,0.16,-7.16%,-9.38%,-8.24%,1.83,1.41,0.20,0.25,16.29%,-69.20%,-53.69%,0.00%,0.00%,-0.07%,-0.07%,-0.07%,-0.07%,-0.10%,-4.36%,-2.59%,-2.59%,24.82%,72.03%,65.83%,212.51%,171.76%,469.14%,1.30,2.69,16.69%,13.21%,24.20%,58.07%,186.03%,-5.02%,153.01%,-5.02%,940.22%,-83.87%,940.22%,67.71,,12/20/2017,No,Yes,210,-2.59%,-2.40%,,106.16,0.11,593,9,,30.47,29.74,30.29,28.97,28.97,-4.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,"DOL","WisdomTree International LargeCap Dividend Index","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.93,3.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.79%,2.71%,4.06%,3.61%,12.52%,8.14%,0.81,0.50,0.82%,0.66%,0.19%,2.28%,4.84%,-1.65%,9.61%,-1.65%,21.48%,-28.08%,100.11%,56.09,,6/16/2006,Yes,Yes,,0.00%,0.00%,,18.00,0.00,2,1,,53.27,53.27,53.27,53.27,53.27,0.00%,,,"Global or ExUS Equities - Dividend & Fundamental","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.48%,287,527650346,53.30,-0.00,-2642358.10,-0.50,-5247703.05,-0.98,-47104632.25,-8.20,-47022461.45,-8.18,18.45,6.64,6.92,4.00,4.14,"International equity dividend large-cap fundamental-weight"
2300,"DOLE","Dole plc","RUT","Consumer Defensive","Farm Products","Ireland",1534.39,7.20,10.95,,0.18,1.12,6.79,10.02,14.44,2.38,0.32,2.00%,20.86%,2.24,0.21,0.70%,18.23%,,-3.52%,14.14%,-0.80%,48.80%,8360.39,213.76,14.83%,1.27%,94.93,61.44,64.72%,35.29%,0.00%,45.43%,-10.86%,2.66%,2.18,1.64,4.15%,14.56%,8.51%,1.26,1.02,0.83,0.95,8.58%,2.99%,2.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.38%,9.26%,34.33%,39.31%,39.67%,31.49%,0.86,0.30,1.85%,1.70%,1.85%,9.95%,28.25%,-0.83%,33.17%,-0.83%,53.18%,-8.49%,124.44%,65.26,8/14/2024 8:30:00 AM,7/30/2021,Yes,Yes,34078,0.00%,0.00%,1.60,750.83,0.00,0,0,17.50,16.16,16.16,16.16,16.16,16.16,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,"DOMA","Doma Holdings Inc","-","Financial","Insurance - Property & Casualty","USA",86.70,,,,0.28,,,,-4.26,,,,,-6.45,-1.27,27.38%,22.98%,-748.39%,,-10.30%,-12.79%,45.86%,304.59,-88.00,4.90%,53.38%,13.52,6.01,44.45%,57.68%,-0.02%,11.93%,-13.64%,1.74%,5.65,0.10,-31.01%,-4530.02%,-76.94%,1.90,,,,,-16.97%,-28.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.16%,2.17%,2.17%,47.23%,2.52%,31.97%,1.58,0.04,0.55%,0.58%,0.45%,1.12%,12.49%,-0.81%,3.56%,-1.61%,58.29%,-97.70%,58.29%,57.87,8/13/2024 4:30:00 PM,1/22/2021,Yes,Yes,239,0.00%,-0.33%,3.00,18.48,0.08,70,1,6.29,6.13,6.11,6.11,6.11,6.11,-0.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,"DOMH","Dominari Holdings Inc","-","Healthcare","Biotechnology","USA",11.78,,,,1.24,0.28,0.97,,6.78,1.93,,,,-3.74,,,,,,-33.57%,8595.77%,43.75%,9.51,-22.02,-73.53%,,5.93,3.89,65.60%,38.07%,2.34%,7.34%,14.91%,0.13%,0.63,0.01,-37.71%,-42.29%,-48.74%,7.38,7.38,0.07,0.08,95.07%,-152.40%,-231.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.17%,17.19%,-13.13%,-11.14%,-29.25%,-27.61%,0.92,0.10,6.67%,5.20%,10.63%,7.83%,-12.20%,-9.58%,25.00%,-41.41%,25.00%,-100.00%,25.00%,61.60,,3/18/1980,No,Yes,28,0.00%,0.00%,1.00,8.02,0.00,0,0,16.00,1.88,1.88,1.88,1.88,1.88,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,"DOMO","Domo Inc.","RUT","Technology","Software - Application","USA",283.54,,,,0.89,,5.09,,-4.31,1.44,,,,-2.16,-0.15,-188.00%,43.89%,25.98%,,17.73%,-1.59%,-13.38%,318.37,-80.59,70.91%,2.36%,33.66,31.36,93.17%,18.83%,2.74%,63.14%,0.67%,6.88%,5.98,2.16,-39.33%,,,0.51,0.51,,,69.77%,-19.00%,-25.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.66%,-8.02%,10.88%,-22.08%,-27.54%,-28.67%,2.45,0.39,5.08%,5.59%,-4.49%,-5.28%,-15.63%,-15.83%,7.62%,-39.98%,20.13%,-92.54%,20.13%,45.15,8/29/2024 4:30:00 PM,6/29/2018,Yes,Yes,958,0.00%,0.00%,2.60,360.41,0.00,5,1,9.60,7.34,7.34,7.34,7.34,7.34,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,"DON","WisdomTree U.S. MidCap Dividend Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.11,2.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.62%,0.00%,-0.08%,-0.08%,2.06%,1.66%,6.96%,5.91%,16.61%,8.32%,1.06,0.68,1.24%,1.15%,0.60%,1.80%,5.67%,-2.48%,7.89%,-2.48%,28.21%,-2.48%,596.98%,56.16,,6/16/2006,Yes,Yes,,-0.08%,0.08%,,127.35,2.00,12715,7,,49.49,49.53,49.80,49.40,49.49,0.00%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Passive",0.38%,331,3649277681,49.52,-0.00,-7453038.50,-0.20,-20557854.65,-0.56,-107475669.20,-2.86,-172857470.75,-4.52,21.14,8.55,9.05,8.97,9.13,"U.S. equity dividend mid-cap fundamental-weight"
2305,"DOOO","BRP Inc","-","Consumer Cyclical","Recreational Vehicles","Canada",4571.99,26.05,15.55,,0.69,11.53,38.19,13.01,5.43,1.64,0.59,0.94%,7.47%,2.40,0.57,-70.91%,68.67%,32.14%,,14.79%,-35.39%,-97.98%,6650.20,185.04,75.57%,-2.16%,34.81,31.75,91.21%,56.51%,0.00%,43.10%,,5.63%,15.86,1.79,3.83%,37.52%,7.38%,1.32,0.37,5.32,5.52,23.66%,9.48%,2.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.45%,-6.51%,0.42%,0.48%,-16.30%,-12.64%,2.09,2.47,4.50%,3.40%,-6.61%,-7.43%,-6.18%,-15.36%,9.34%,-21.13%,9.59%,-39.17%,526.49%,41.10,9/6/2024 8:30:00 AM,7/16/2013,Yes,Yes,20000,0.00%,0.00%,2.06,112.64,0.00,0,0,68.71,62.63,62.63,62.63,62.63,62.63,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,"DORM","Dorman Products Inc","RUT","Consumer Cyclical","Auto Parts","USA",3522.89,21.12,17.27,1.41,1.80,2.95,74.21,18.76,39.05,1.55,,,0.00%,5.46,1.53,35.13%,8.76%,0.37%,15.00%,15.07%,4.66%,46.81%,1954.13,171.04,40.73%,1.10%,31.30,25.82,82.49%,15.53%,-0.10%,80.19%,-3.00%,1.21%,2.27,0.31,7.53%,14.96%,9.76%,2.40,1.19,0.46,0.53,38.80%,14.00%,8.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.73%,10.84%,27.08%,27.48%,50.21%,38.16%,0.82,2.87,2.51%,2.39%,4.60%,10.95%,25.95%,-0.33%,32.38%,-0.33%,92.03%,-6.28%,40472.02%,67.96,8/1/2024 4:30:00 PM,3/12/1991,Yes,Yes,3872,0.00%,0.00%,1.80,137.21,0.00,0,0,118.33,115.24,115.24,115.24,115.24,115.24,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,"DOUG","Douglas Elliman Inc","-","Real Estate","Real Estate Services","USA",165.29,,,,0.17,0.84,1.65,,2.15,1.09,,,,-0.75,-0.03,-21.00%,97.52%,,,9.13%,3.36%,68.50%,952.23,-62.85,-100.00%,-0.16%,87.93,71.85,81.71%,21.76%,3.52%,41.54%,-0.27%,2.23%,1.29,1.60,-12.80%,-28.25%,-20.94%,,,0.52,0.63,14.68%,-6.02%,-6.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,-17.05%,62.16%,5.88%,-22.75%,-38.98%,1.39,0.17,8.15%,10.10%,-2.68%,4.98%,3.01%,-28.00%,74.76%,-43.04%,80.00%,-85.07%,80.00%,50.07,8/8/2024 8:30:00 AM,12/30/2021,Yes,Yes,809,0.00%,-2.17%,2.00,1235.64,0.00,182,1,2.60,1.84,1.80,1.80,1.80,1.80,-2.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,"DOV","Dover Corp.","S&P 500","Industrials","Specialty Industrial Machinery","USA",25498.83,17.30,19.09,2.12,2.99,4.75,77.56,23.60,39.02,2.39,2.08,1.12%,27.01%,10.72,2.43,3.93%,6.22%,14.92%,8.15%,4.16%,3.72%,18.16%,8531.23,1500.06,6.74%,1.39%,139.90,136.81,97.79%,0.48%,-6.44%,88.15%,0.45%,2.00%,2.90,2.73,13.52%,29.92%,18.02%,1.53,0.95,0.55,0.59,37.36%,17.04%,17.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,1.78%,0.16%,-0.20%,3.70%,3.65%,4.65%,5.68%,28.68%,20.60%,1.22,3.85,2.48%,1.89%,2.23%,2.63%,8.87%,-3.54%,8.14%,-3.54%,45.78%,-3.54%,10715.40%,57.73,7/25/2024 8:30:00 AM,12/3/1956,Yes,Yes,25000,-0.20%,0.44%,1.88,942.47,0.00,197,10,203.14,185.06,185.88,185.88,182.25,185.50,0.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,"DOW","Dow Inc","DJIA, S&P 500","Basic Materials","Chemicals","USA",35235.25,31.11,13.61,1.32,0.82,1.92,8.91,19.31,26.13,5.64,2.81,5.58%,343.47%,1.62,0.57,10.80%,48.83%,-33.38%,23.53%,0.18%,-4.42%,-8.95%,43031.00,1141.00,-4.53%,-0.88%,702.29,699.45,99.60%,0.21%,0.00%,70.05%,-4.60%,1.83%,2.98,12.81,1.95%,5.96%,3.23%,1.75,1.12,0.93,0.97,10.89%,5.23%,2.65%,-0.12%,-0.12%,-0.10%,-0.10%,-0.10%,-0.12%,0.12%,-0.06%,-0.06%,-0.04%,-2.01%,-6.68%,-8.63%,-11.87%,-6.98%,-8.33%,1.22,1.00,2.19%,1.72%,-3.96%,-4.75%,-8.51%,-10.18%,1.51%,-17.17%,6.37%,-30.04%,129.02%,35.27,7/25/2024 8:30:00 AM,3/20/2019,Yes,Yes,35900,-0.04%,0.28%,2.64,4292.10,0.01,2854,84,56.79,50.15,50.29,50.33,50.15,50.27,0.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,"DOX","Amdocs Ltd","-","Technology","Software - Infrastructure","USA",9876.29,19.92,12.29,2.43,1.98,2.86,19.67,14.68,30.23,4.40,1.83,2.12%,37.89%,4.34,1.70,8.99%,9.29%,12.71%,8.20%,4.23%,1.14%,-8.35%,4983.35,506.09,1.07%,-0.38%,117.35,113.58,96.79%,0.53%,0.00%,95.42%,-0.18%,2.35%,4.08,2.67,7.82%,14.23%,11.87%,1.24,1.24,0.22,0.23,34.01%,15.21%,10.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.56%,0.56%,0.56%,0.56%,0.56%,1.28%,3.44%,15.47%,-6.19%,-1.47%,-1.59%,0.75,1.32,1.54%,1.39%,1.28%,3.08%,0.86%,-2.15%,12.08%,-8.03%,16.23%,-13.29%,1378.46%,58.35,8/7/2024 4:30:00 PM,6/19/1998,Yes,Yes,30695,0.56%,-0.55%,1.67,653.48,0.00,2,2,100.17,86.49,86.01,86.49,86.01,86.49,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,"DOYU","DouYu International Holdings Ltd ADR","-","Communication Services","Internet Content & Information","China",249.44,,,,0.38,0.27,0.30,,28.52,25.97,5.00,64.17%,0.00%,-0.54,,-880.56%,48.60%,,36.31%,14.64%,-28.14%,-815.08%,653.98,-17.09,,,31.98,31.63,98.91%,1.09%,0.00%,20.03%,0.03%,6.01%,2.77,1.90,-1.53%,-1.87%,-1.91%,5.03,4.39,0.00,0.00,10.83%,-5.82%,-2.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.91%,-11.32%,59.29%,138.00%,60.24%,70.36%,0.96,0.61,10.53%,7.19%,-11.65%,-7.76%,50.04%,-20.41%,8.98%,-20.41%,157.30%,-92.12%,157.30%,41.32,9/12/2024 8:30:00 AM,7/17/2019,No,Yes,1336,0.00%,0.13%,3.40,685.13,0.00,139,1,6.37,7.79,7.80,7.80,7.80,7.80,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,"DPCS","DP Cap Acquisition Corp I","-","Financial","Shell Companies","USA",82.69,520.78,,,,24.31,223.48,,0.47,0.05,,,0.00%,0.02,,,,,,0.00%,,-108.26%,0.00,0.27,,,7.25,4.38,60.41%,39.66%,0.00%,30.34%,20.66%,0.02%,0.08,0.00,0.88%,1.60%,3.38%,0.32,0.32,1.35,1.35,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,2.29%,4.92%,8.93%,14.16%,4.73%,0.03,0.04,0.00%,0.23%,0.70%,2.16%,6.43%,-1.17%,4.35%,-1.17%,6.59%,-1.17%,17.21%,65.10,,1/3/2022,No,Yes,,0.00%,0.00%,,7.99,0.00,0,0,,11.40,11.40,11.40,11.40,11.40,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,"DPG","Duff & Phelps Utility and Infrastructure Fund Inc","-","Financial","Closed-End Fund - Equity","USA",439.47,,,,,,,,,,0.98,8.51%,,-0.19,,,,,,,,,,,,,38.18,38.12,99.84%,0.10%,9.02%,11.16%,,0.04%,0.12,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.45%,8.18%,17.57%,25.93%,25.93%,25.52%,0.96,0.12,0.95%,0.98%,3.67%,8.09%,18.50%,-0.09%,17.57%,-0.09%,45.70%,-54.48%,116.75%,85.77,,7/27/2011,No,Yes,,0.00%,0.00%,,124.47,0.00,1,1,,11.51,11.51,11.51,11.51,11.51,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
